# Time[s],V[m/s],free_surface_elevation[m]
538.500,8.670,-1.474
538.600,8.637,-1.502
538.700,8.602,-1.525
538.800,8.571,-1.542
538.900,8.548,-1.551
539.000,8.537,-1.552
539.100,8.542,-1.545
539.200,8.562,-1.527
539.300,8.598,-1.499
539.400,8.648,-1.460
539.500,8.707,-1.410
539.600,8.773,-1.349
539.700,8.839,-1.277
539.800,8.900,-1.195
539.900,8.950,-1.104
540.000,8.986,-1.005
540.100,9.004,-0.898
540.200,9.002,-0.784
540.300,8.979,-0.665
540.400,8.937,-0.541
540.500,8.879,-0.414
540.600,8.810,-0.283
540.700,8.735,-0.149
540.800,8.660,-0.012
540.900,8.591,0.128
541.000,8.535,0.270
541.100,8.496,0.415
541.200,8.479,0.561
541.300,8.486,0.709
541.400,8.517,0.858
541.500,8.572,1.006
541.600,8.647,1.153
541.700,8.739,1.296
541.800,8.842,1.435
541.900,8.950,1.566
542.000,9.056,1.688
542.100,9.157,1.799
542.200,9.245,1.898
542.300,9.317,1.983
542.400,9.370,2.053
542.500,9.404,2.108
542.600,9.419,2.149
542.700,9.418,2.175
542.800,9.403,2.189
542.900,9.378,2.190
543.000,9.349,2.182
543.100,9.319,2.165
543.200,9.293,2.141
543.300,9.275,2.111
543.400,9.266,2.077
543.500,9.267,2.039
543.600,9.278,1.997
543.700,9.297,1.951
543.800,9.321,1.899
543.900,9.345,1.839
544.000,9.366,1.772
544.100,9.378,1.693
544.200,9.378,1.603
544.300,9.361,1.499
544.400,9.326,1.381
544.500,9.270,1.248
544.600,9.195,1.101
544.700,9.103,0.941
544.800,8.997,0.769
544.900,8.880,0.589
545.000,8.759,0.404
545.100,8.639,0.217
545.200,8.526,0.031
545.300,8.425,-0.150
545.400,8.340,-0.321
545.500,8.274,-0.482
545.600,8.229,-0.628
545.700,8.205,-0.759
545.800,8.200,-0.875
545.900,8.211,-0.975
546.000,8.235,-1.059
546.100,8.266,-1.131
546.200,8.299,-1.191
546.300,8.328,-1.242
546.400,8.350,-1.286
546.500,8.359,-1.325
546.600,8.354,-1.361
546.700,8.333,-1.395
546.800,8.295,-1.428
546.900,8.243,-1.460
547.000,8.179,-1.491
547.100,8.107,-1.518
547.200,8.032,-1.542
547.300,7.958,-1.560
547.400,7.890,-1.572
547.500,7.833,-1.575
547.600,7.790,-1.569
547.700,7.764,-1.553
547.800,7.756,-1.527
547.900,7.767,-1.493
548.000,7.795,-1.451
548.100,7.840,-1.403
548.200,7.897,-1.352
548.300,7.964,-1.300
548.400,8.037,-1.250
548.500,8.113,-1.203
548.600,8.188,-1.163
548.700,8.261,-1.130
548.800,8.330,-1.106
548.900,8.395,-1.090
549.000,8.455,-1.082
549.100,8.511,-1.080
549.200,8.566,-1.084
549.300,8.621,-1.090
549.400,8.679,-1.097
549.500,8.741,-1.101
549.600,8.809,-1.102
549.700,8.885,-1.096
549.800,8.967,-1.082
549.900,9.056,-1.058
550.000,9.151,-1.026
550.100,9.248,-0.983
550.200,9.345,-0.931
550.300,9.438,-0.869
550.400,9.525,-0.800
550.500,9.602,-0.723
550.600,9.667,-0.639
550.700,9.716,-0.548
550.800,9.750,-0.450
550.900,9.767,-0.345
551.000,9.768,-0.233
551.100,9.756,-0.111
551.200,9.732,0.020
551.300,9.699,0.163
551.400,9.662,0.317
551.500,9.623,0.484
551.600,9.586,0.662
551.700,9.554,0.851
551.800,9.530,1.049
551.900,9.515,1.252
552.000,9.511,1.458
552.100,9.517,1.661
552.200,9.533,1.856
552.300,9.557,2.039
552.400,9.587,2.203
552.500,9.621,2.344
552.600,9.657,2.456
552.700,9.693,2.537
552.800,9.726,2.584
552.900,9.755,2.595
553.000,9.778,2.571
553.100,9.797,2.514
553.200,9.810,2.426
553.300,9.818,2.312
553.400,9.822,2.175
553.500,9.824,2.022
553.600,9.825,1.858
553.700,9.825,1.687
553.800,9.826,1.516
553.900,9.828,1.348
554.000,9.831,1.186
554.100,9.834,1.032
554.200,9.838,0.887
554.300,9.840,0.751
554.400,9.839,0.622
554.500,9.833,0.500
554.600,9.822,0.380
554.700,9.803,0.262
554.800,9.776,0.142
554.900,9.741,0.019
555.000,9.698,-0.108
555.100,9.648,-0.241
555.200,9.591,-0.379
555.300,9.531,-0.520
555.400,9.468,-0.664
555.500,9.405,-0.806
555.600,9.345,-0.943
555.700,9.290,-1.073
555.800,9.240,-1.192
555.900,9.198,-1.297
556.000,9.164,-1.385
556.100,9.138,-1.455
556.200,9.119,-1.505
556.300,9.107,-1.535
556.400,9.098,-1.546
556.500,9.093,-1.540
556.600,9.087,-1.519
556.700,9.080,-1.485
556.800,9.069,-1.442
556.900,9.052,-1.392
557.000,9.028,-1.338
557.100,8.997,-1.282
557.200,8.959,-1.227
557.300,8.914,-1.172
557.400,8.864,-1.118
557.500,8.810,-1.064
557.600,8.754,-1.011
557.700,8.698,-0.955
557.800,8.645,-0.896
557.900,8.597,-0.831
558.000,8.556,-0.759
558.100,8.524,-0.679
558.200,8.502,-0.590
558.300,8.489,-0.492
558.400,8.488,-0.384
558.500,8.497,-0.269
558.600,8.516,-0.148
558.700,8.543,-0.023
558.800,8.578,0.104
558.900,8.618,0.229
559.000,8.662,0.351
559.100,8.709,0.467
559.200,8.756,0.574
559.300,8.803,0.671
559.400,8.847,0.758
559.500,8.887,0.835
559.600,8.923,0.900
559.700,8.954,0.956
559.800,8.977,1.004
559.900,8.994,1.044
560.000,9.003,1.080
560.100,9.004,1.112
560.200,8.996,1.142
560.300,8.980,1.170
560.400,8.953,1.199
560.500,8.918,1.226
560.600,8.873,1.253
560.700,8.819,1.278
560.800,8.755,1.299
560.900,8.684,1.315
561.000,8.604,1.324
561.100,8.517,1.323
561.200,8.425,1.311
561.300,8.327,1.287
561.400,8.226,1.248
561.500,8.123,1.193
561.600,8.018,1.123
561.700,7.913,1.038
561.800,7.810,0.937
561.900,7.709,0.823
562.000,7.612,0.697
562.100,7.519,0.561
562.200,7.430,0.417
562.300,7.347,0.267
562.400,7.271,0.114
562.500,7.200,-0.040
562.600,7.137,-0.193
562.700,7.081,-0.343
562.800,7.032,-0.490
562.900,6.992,-0.630
563.000,6.959,-0.763
563.100,6.935,-0.889
563.200,6.918,-1.006
563.300,6.910,-1.114
563.400,6.909,-1.212
563.500,6.916,-1.300
563.600,6.931,-1.377
563.700,6.951,-1.442
563.800,6.977,-1.496
563.900,7.007,-1.537
564.000,7.041,-1.565
564.100,7.078,-1.580
564.200,7.116,-1.581
564.300,7.155,-1.569
564.400,7.195,-1.543
564.500,7.233,-1.503
564.600,7.272,-1.452
564.700,7.309,-1.388
564.800,7.345,-1.315
564.900,7.382,-1.233
565.000,7.418,-1.143
565.100,7.454,-1.049
565.200,7.491,-0.952
565.300,7.530,-0.854
565.400,7.569,-0.757
565.500,7.610,-0.662
565.600,7.652,-0.572
565.700,7.694,-0.486
565.800,7.736,-0.407
565.900,7.776,-0.335
566.000,7.815,-0.268
566.100,7.850,-0.208
566.200,7.880,-0.153
566.300,7.905,-0.102
566.400,7.924,-0.053
566.500,7.937,-0.006
566.600,7.943,0.042
566.700,7.944,0.091
566.800,7.938,0.144
566.900,7.928,0.200
567.000,7.914,0.260
567.100,7.899,0.324
567.200,7.882,0.392
567.300,7.866,0.463
567.400,7.851,0.535
567.500,7.838,0.606
567.600,7.828,0.673
567.700,7.821,0.736
567.800,7.818,0.790
567.900,7.817,0.834
568.000,7.819,0.865
568.100,7.822,0.881
568.200,7.828,0.881
568.300,7.834,0.864
568.400,7.843,0.830
568.500,7.853,0.781
568.600,7.866,0.716
568.700,7.884,0.640
568.800,7.906,0.553
568.900,7.936,0.460
569.000,7.974,0.363
569.100,8.022,0.267
569.200,8.081,0.174
569.300,8.152,0.088
569.400,8.233,0.012
569.500,8.325,-0.053
569.600,8.424,-0.106
569.700,8.527,-0.145
569.800,8.632,-0.171
569.900,8.732,-0.185
570.000,8.824,-0.188
570.100,8.901,-0.183
570.200,8.958,-0.170
570.300,8.992,-0.154
570.400,8.999,-0.136
570.500,8.975,-0.117
570.600,8.921,-0.100
570.700,8.836,-0.084
570.800,8.724,-0.071
570.900,8.587,-0.060
571.000,8.431,-0.050
571.100,8.262,-0.039
571.200,8.088,-0.025
571.300,7.916,-0.006
571.400,7.754,0.019
571.500,7.608,0.053
571.600,7.484,0.097
571.700,7.386,0.152
571.800,7.316,0.218
571.900,7.276,0.293
572.000,7.264,0.378
572.100,7.276,0.468
572.200,7.308,0.562
572.300,7.353,0.655
572.400,7.406,0.745
572.500,7.458,0.827
572.600,7.502,0.898
572.700,7.533,0.955
572.800,7.544,0.995
572.900,7.533,1.016
573.000,7.498,1.019
573.100,7.439,1.003
573.200,7.357,0.970
573.300,7.257,0.921
573.400,7.143,0.859
573.500,7.023,0.789
573.600,6.902,0.712
573.700,6.788,0.634
573.800,6.688,0.557
573.900,6.607,0.485
574.000,6.549,0.420
574.100,6.518,0.363
574.200,6.515,0.318
574.300,6.538,0.282
574.400,6.586,0.257
574.500,6.655,0.240
574.600,6.739,0.230
574.700,6.833,0.226
574.800,6.930,0.225
574.900,7.025,0.224
575.000,7.111,0.222
575.100,7.184,0.217
575.200,7.240,0.207
575.300,7.278,0.192
575.400,7.295,0.171
575.500,7.293,0.145
575.600,7.274,0.112
575.700,7.241,0.075
575.800,7.197,0.034
575.900,7.147,-0.010
576.000,7.096,-0.056
576.100,7.047,-0.104
576.200,7.004,-0.152
576.300,6.971,-0.201
576.400,6.948,-0.251
576.500,6.939,-0.300
576.600,6.941,-0.350
576.700,6.956,-0.400
576.800,6.980,-0.450
576.900,7.013,-0.501
577.000,7.050,-0.551
577.100,7.091,-0.601
577.200,7.131,-0.649
577.300,7.169,-0.694
577.400,7.202,-0.735
577.500,7.230,-0.770
577.600,7.252,-0.797
577.700,7.267,-0.816
577.800,7.275,-0.824
577.900,7.277,-0.822
578.000,7.275,-0.807
578.100,7.268,-0.782
578.200,7.258,-0.746
578.300,7.246,-0.701
578.400,7.232,-0.648
578.500,7.218,-0.591
578.600,7.203,-0.532
578.700,7.188,-0.474
578.800,7.173,-0.421
578.900,7.157,-0.374
579.000,7.141,-0.337
579.100,7.124,-0.313
579.200,7.107,-0.303
579.300,7.090,-0.307
579.400,7.075,-0.326
579.500,7.062,-0.361
579.600,7.052,-0.409
579.700,7.048,-0.470
579.800,7.049,-0.542
579.900,7.059,-0.621
580.000,7.078,-0.706
580.100,7.108,-0.795
580.200,7.147,-0.884
580.300,7.198,-0.973
580.400,7.258,-1.058
580.500,7.327,-1.138
580.600,7.403,-1.212
580.700,7.484,-1.280
580.800,7.567,-1.339
580.900,7.649,-1.391
581.000,7.727,-1.434
581.100,7.799,-1.468
581.200,7.862,-1.492
581.300,7.914,-1.507
581.400,7.951,-1.512
581.500,7.975,-1.505
581.600,7.983,-1.487
581.700,7.975,-1.456
581.800,7.952,-1.412
581.900,7.914,-1.354
582.000,7.864,-1.282
582.100,7.803,-1.195
582.200,7.732,-1.094
582.300,7.654,-0.978
582.400,7.571,-0.849
582.500,7.485,-0.707
582.600,7.399,-0.554
582.700,7.313,-0.392
582.800,7.230,-0.221
582.900,7.152,-0.044
583.000,7.079,0.138
583.100,7.013,0.322
583.200,6.955,0.508
583.300,6.906,0.694
583.400,6.866,0.879
583.500,6.836,1.062
583.600,6.817,1.242
583.700,6.807,1.419
583.800,6.807,1.591
583.900,6.816,1.759
584.000,6.834,1.922
584.100,6.859,2.079
584.200,6.890,2.228
584.300,6.925,2.369
584.400,6.964,2.501
584.500,7.003,2.621
584.600,7.041,2.728
584.700,7.075,2.821
584.800,7.105,2.897
584.900,7.129,2.954
585.000,7.145,2.993
585.100,7.153,3.011
585.200,7.153,3.008
585.300,7.145,2.984
585.400,7.131,2.940
585.500,7.110,2.877
585.600,7.085,2.795
585.700,7.059,2.696
585.800,7.033,2.583
585.900,7.009,2.457
586.000,6.990,2.320
586.100,6.979,2.175
586.200,6.977,2.022
586.300,6.985,1.863
586.400,7.005,1.699
586.500,7.037,1.530
586.600,7.081,1.357
586.700,7.138,1.180
586.800,7.205,0.997
586.900,7.283,0.809
587.000,7.368,0.615
587.100,7.460,0.414
587.200,7.555,0.207
587.300,7.652,-0.006
587.400,7.748,-0.226
587.500,7.841,-0.451
587.600,7.929,-0.679
587.700,8.008,-0.908
587.800,8.078,-1.137
587.900,8.135,-1.363
588.000,8.178,-1.584
588.100,8.205,-1.795
588.200,8.215,-1.996
588.300,8.207,-2.182
588.400,8.181,-2.353
588.500,8.135,-2.505
588.600,8.070,-2.639
588.700,7.987,-2.751
588.800,7.888,-2.842
588.900,7.774,-2.912
589.000,7.648,-2.959
589.100,7.513,-2.984
589.200,7.373,-2.987
589.300,7.232,-2.970
589.400,7.095,-2.931
589.500,6.966,-2.871
589.600,6.848,-2.792
589.700,6.748,-2.693
589.800,6.667,-2.576
589.900,6.610,-2.440
590.000,6.578,-2.288
590.100,6.574,-2.121
590.200,6.596,-1.941
590.300,6.644,-1.749
590.400,6.718,-1.548
590.500,6.813,-1.341
590.600,6.926,-1.131
590.700,7.054,-0.921
590.800,7.191,-0.714
590.900,7.333,-0.515
591.000,7.475,-0.325
591.100,7.613,-0.148
591.200,7.743,0.016
591.300,7.861,0.164
591.400,7.965,0.295
591.500,8.054,0.411
591.600,8.126,0.513
591.700,8.183,0.601
591.800,8.224,0.679
591.900,8.251,0.750
592.000,8.267,0.816
592.100,8.274,0.881
592.200,8.274,0.947
592.300,8.269,1.017
592.400,8.262,1.092
592.500,8.254,1.175
592.600,8.248,1.263
592.700,8.242,1.358
592.800,8.240,1.456
592.900,8.239,1.555
593.000,8.239,1.652
593.100,8.241,1.742
593.200,8.243,1.823
593.300,8.243,1.889
593.400,8.242,1.937
593.500,8.239,1.964
593.600,8.232,1.968
593.700,8.222,1.947
593.800,8.208,1.900
593.900,8.191,1.829
594.000,8.170,1.736
594.100,8.147,1.622
594.200,8.122,1.493
594.300,8.095,1.352
594.400,8.066,1.203
594.500,8.037,1.051
594.600,8.006,0.901
594.700,7.975,0.756
594.800,7.943,0.620
594.900,7.909,0.495
595.000,7.873,0.382
595.100,7.836,0.283
595.200,7.796,0.197
595.300,7.754,0.122
595.400,7.710,0.058
595.500,7.664,0.001
595.600,7.617,-0.050
595.700,7.571,-0.099
595.800,7.526,-0.146
595.900,7.483,-0.196
596.000,7.445,-0.248
596.100,7.413,-0.304
596.200,7.388,-0.365
596.300,7.371,-0.430
596.400,7.363,-0.498
596.500,7.364,-0.569
596.600,7.373,-0.641
596.700,7.391,-0.713
596.800,7.415,-0.783
596.900,7.443,-0.851
597.000,7.475,-0.915
597.100,7.507,-0.976
597.200,7.538,-1.034
597.300,7.564,-1.089
597.400,7.585,-1.143
597.500,7.599,-1.198
597.600,7.605,-1.255
597.700,7.602,-1.315
597.800,7.591,-1.381
597.900,7.573,-1.453
598.000,7.549,-1.532
598.100,7.521,-1.617
598.200,7.492,-1.708
598.300,7.462,-1.803
598.400,7.435,-1.898
598.500,7.412,-1.990
598.600,7.394,-2.076
598.700,7.381,-2.150
598.800,7.375,-2.208
598.900,7.373,-2.246
599.000,7.375,-2.258
599.100,7.378,-2.243
599.200,7.380,-2.196
599.300,7.377,-2.116
599.400,7.368,-2.002
599.500,7.348,-1.855
599.600,7.316,-1.678
599.700,7.270,-1.472
599.800,7.210,-1.242
599.900,7.136,-0.992
