# Time[s],V[m/s],free_surface_elevation[m]
426.900,10.600,0.019
427.000,10.557,-0.100
427.100,10.523,-0.211
427.200,10.498,-0.311
427.300,10.485,-0.399
427.400,10.486,-0.473
427.500,10.500,-0.532
427.600,10.528,-0.576
427.700,10.569,-0.606
427.800,10.621,-0.623
427.900,10.684,-0.629
428.000,10.754,-0.626
428.100,10.830,-0.616
428.200,10.907,-0.604
428.300,10.984,-0.591
428.400,11.056,-0.580
428.500,11.123,-0.574
428.600,11.180,-0.575
428.700,11.227,-0.583
428.800,11.263,-0.600
428.900,11.287,-0.624
429.000,11.299,-0.656
429.100,11.301,-0.692
429.200,11.293,-0.732
429.300,11.277,-0.772
429.400,11.256,-0.811
429.500,11.231,-0.845
429.600,11.205,-0.874
429.700,11.180,-0.895
429.800,11.158,-0.908
429.900,11.139,-0.912
430.000,11.124,-0.909
430.100,11.115,-0.899
430.200,11.109,-0.884
430.300,11.107,-0.867
430.400,11.106,-0.850
430.500,11.107,-0.836
430.600,11.105,-0.828
430.700,11.101,-0.828
430.800,11.093,-0.837
430.900,11.079,-0.856
431.000,11.058,-0.886
431.100,11.032,-0.924
431.200,10.999,-0.971
431.300,10.962,-1.022
431.400,10.922,-1.075
431.500,10.880,-1.126
431.600,10.840,-1.172
431.700,10.804,-1.208
431.800,10.775,-1.233
431.900,10.755,-1.241
432.000,10.746,-1.232
432.100,10.750,-1.205
432.200,10.769,-1.159
432.300,10.802,-1.094
432.400,10.849,-1.013
432.500,10.910,-0.918
432.600,10.982,-0.811
432.700,11.063,-0.697
432.800,11.151,-0.580
432.900,11.241,-0.462
433.000,11.332,-0.348
433.100,11.419,-0.239
433.200,11.500,-0.140
433.300,11.571,-0.050
433.400,11.630,0.029
433.500,11.676,0.097
433.600,11.707,0.155
433.700,11.724,0.205
433.800,11.726,0.248
433.900,11.715,0.287
434.000,11.692,0.324
434.100,11.660,0.360
434.200,11.621,0.399
434.300,11.578,0.442
434.400,11.534,0.489
434.500,11.491,0.541
434.600,11.453,0.597
434.700,11.421,0.658
434.800,11.397,0.722
434.900,11.382,0.787
435.000,11.378,0.851
435.100,11.384,0.912
435.200,11.399,0.967
435.300,11.422,1.016
435.400,11.451,1.055
435.500,11.485,1.084
435.600,11.520,1.102
435.700,11.554,1.106
435.800,11.584,1.099
435.900,11.607,1.078
436.000,11.620,1.045
436.100,11.623,1.001
436.200,11.613,0.947
436.300,11.590,0.884
436.400,11.554,0.813
436.500,11.504,0.736
436.600,11.444,0.654
436.700,11.374,0.571
436.800,11.297,0.486
436.900,11.218,0.403
437.000,11.137,0.324
437.100,11.060,0.250
437.200,10.990,0.183
437.300,10.929,0.126
437.400,10.880,0.081
437.500,10.845,0.049
437.600,10.825,0.032
437.700,10.819,0.031
437.800,10.828,0.048
437.900,10.848,0.081
438.000,10.878,0.132
438.100,10.915,0.199
438.200,10.953,0.281
438.300,10.990,0.374
438.400,11.022,0.478
438.500,11.043,0.587
438.600,11.050,0.698
438.700,11.041,0.808
438.800,11.013,0.911
438.900,10.964,1.005
439.000,10.895,1.085
439.100,10.806,1.149
439.200,10.700,1.194
439.300,10.578,1.217
439.400,10.445,1.219
439.500,10.304,1.199
439.600,10.161,1.158
439.700,10.020,1.097
439.800,9.885,1.018
439.900,9.761,0.924
440.000,9.652,0.818
440.100,9.561,0.702
440.200,9.489,0.580
440.300,9.439,0.453
440.400,9.410,0.325
440.500,9.402,0.195
440.600,9.413,0.067
440.700,9.441,-0.060
440.800,9.483,-0.186
440.900,9.536,-0.310
441.000,9.596,-0.433
441.100,9.660,-0.555
441.200,9.725,-0.677
441.300,9.787,-0.799
441.400,9.843,-0.920
441.500,9.892,-1.040
441.600,9.932,-1.158
441.700,9.962,-1.271
441.800,9.982,-1.378
441.900,9.993,-1.476
442.000,9.995,-1.563
442.100,9.992,-1.636
442.200,9.984,-1.693
442.300,9.974,-1.731
442.400,9.965,-1.750
442.500,9.959,-1.748
442.600,9.959,-1.725
442.700,9.967,-1.683
442.800,9.984,-1.623
442.900,10.013,-1.547
443.000,10.053,-1.458
443.100,10.105,-1.361
443.200,10.168,-1.259
443.300,10.240,-1.156
443.400,10.319,-1.057
443.500,10.402,-0.963
443.600,10.487,-0.879
443.700,10.569,-0.807
443.800,10.645,-0.748
443.900,10.711,-0.702
444.000,10.763,-0.669
444.100,10.799,-0.648
444.200,10.817,-0.637
444.300,10.814,-0.633
444.400,10.789,-0.634
444.500,10.744,-0.635
444.600,10.678,-0.635
444.700,10.595,-0.630
444.800,10.498,-0.617
444.900,10.390,-0.594
445.000,10.275,-0.561
445.100,10.159,-0.515
445.200,10.047,-0.456
445.300,9.941,-0.386
445.400,9.847,-0.304
445.500,9.768,-0.212
445.600,9.706,-0.112
445.700,9.662,-0.005
445.800,9.636,0.106
445.900,9.628,0.220
446.000,9.634,0.335
446.100,9.653,0.449
446.200,9.680,0.562
446.300,9.711,0.672
446.400,9.741,0.778
446.500,9.767,0.880
446.600,9.784,0.979
446.700,9.789,1.072
446.800,9.779,1.161
446.900,9.753,1.246
447.000,9.711,1.326
447.100,9.653,1.401
447.200,9.581,1.470
447.300,9.496,1.534
447.400,9.403,1.592
447.500,9.305,1.642
447.600,9.206,1.684
447.700,9.109,1.718
447.800,9.018,1.742
447.900,8.936,1.755
448.000,8.865,1.756
448.100,8.807,1.744
448.200,8.764,1.719
448.300,8.734,1.680
448.400,8.719,1.626
448.500,8.716,1.558
448.600,8.725,1.475
448.700,8.744,1.377
448.800,8.771,1.264
448.900,8.804,1.138
449.000,8.842,1.000
449.100,8.884,0.850
449.200,8.928,0.690
449.300,8.975,0.522
449.400,9.023,0.348
449.500,9.072,0.171
449.600,9.123,-0.008
449.700,9.174,-0.184
449.800,9.226,-0.357
449.900,9.278,-0.522
450.000,9.331,-0.678
450.100,9.382,-0.822
450.200,9.430,-0.952
450.300,9.476,-1.065
450.400,9.518,-1.162
450.500,9.554,-1.240
450.600,9.584,-1.301
450.700,9.608,-1.343
450.800,9.625,-1.367
450.900,9.636,-1.376
451.000,9.642,-1.370
451.100,9.643,-1.350
451.200,9.642,-1.320
451.300,9.641,-1.281
451.400,9.641,-1.236
451.500,9.644,-1.185
451.600,9.653,-1.130
451.700,9.668,-1.073
451.800,9.690,-1.014
451.900,9.719,-0.954
452.000,9.755,-0.893
452.100,9.796,-0.831
452.200,9.840,-0.768
452.300,9.884,-0.702
452.400,9.926,-0.634
452.500,9.963,-0.563
452.600,9.991,-0.490
452.700,10.009,-0.413
452.800,10.015,-0.334
452.900,10.008,-0.253
453.000,9.988,-0.172
453.100,9.956,-0.091
453.200,9.915,-0.013
453.300,9.867,0.061
453.400,9.816,0.130
453.500,9.766,0.191
453.600,9.722,0.243
453.700,9.687,0.286
453.800,9.666,0.319
453.900,9.662,0.341
454.000,9.675,0.354
454.100,9.709,0.358
454.200,9.761,0.355
454.300,9.831,0.347
454.400,9.916,0.337
454.500,10.013,0.327
454.600,10.117,0.320
454.700,10.224,0.319
454.800,10.330,0.325
454.900,10.430,0.341
455.000,10.522,0.369
455.100,10.602,0.409
455.200,10.670,0.461
455.300,10.723,0.525
455.400,10.764,0.601
455.500,10.793,0.686
455.600,10.813,0.778
455.700,10.826,0.876
455.800,10.837,0.975
455.900,10.847,1.073
456.000,10.859,1.167
456.100,10.876,1.254
456.200,10.898,1.329
456.300,10.926,1.392
456.400,10.959,1.438
456.500,10.996,1.466
456.600,11.034,1.474
456.700,11.070,1.461
456.800,11.101,1.425
456.900,11.125,1.366
457.000,11.138,1.285
457.100,11.138,1.180
457.200,11.125,1.055
457.300,11.097,0.908
457.400,11.055,0.742
457.500,11.000,0.560
457.600,10.937,0.362
457.700,10.866,0.153
457.800,10.793,-0.067
457.900,10.721,-0.292
458.000,10.653,-0.521
458.100,10.592,-0.749
458.200,10.541,-0.974
458.300,10.500,-1.193
458.400,10.470,-1.401
458.500,10.449,-1.597
458.600,10.436,-1.777
458.700,10.427,-1.939
458.800,10.419,-2.082
458.900,10.408,-2.203
459.000,10.391,-2.301
459.100,10.363,-2.375
459.200,10.324,-2.425
459.300,10.270,-2.451
459.400,10.202,-2.453
459.500,10.121,-2.433
459.600,10.029,-2.389
459.700,9.930,-2.325
459.800,9.827,-2.240
459.900,9.727,-2.137
460.000,9.635,-2.017
460.100,9.556,-1.882
460.200,9.495,-1.732
460.300,9.456,-1.571
460.400,9.443,-1.399
460.500,9.456,-1.218
460.600,9.497,-1.031
460.700,9.563,-0.840
460.800,9.652,-0.646
460.900,9.759,-0.452
461.000,9.880,-0.260
461.100,10.010,-0.071
461.200,10.141,0.112
461.300,10.269,0.288
461.400,10.387,0.456
461.500,10.492,0.614
461.600,10.580,0.761
461.700,10.647,0.897
461.800,10.694,1.021
461.900,10.720,1.135
462.000,10.725,1.239
462.100,10.713,1.332
462.200,10.686,1.418
462.300,10.646,1.496
462.400,10.598,1.569
462.500,10.544,1.636
462.600,10.488,1.699
462.700,10.432,1.759
462.800,10.379,1.816
462.900,10.328,1.869
463.000,10.282,1.918
463.100,10.241,1.961
463.200,10.205,1.998
463.300,10.174,2.027
463.400,10.147,2.045
463.500,10.125,2.051
463.600,10.107,2.042
463.700,10.095,2.018
463.800,10.088,1.976
463.900,10.088,1.915
464.000,10.095,1.837
464.100,10.111,1.739
464.200,10.137,1.625
464.300,10.172,1.495
464.400,10.217,1.352
464.500,10.272,1.198
464.600,10.334,1.036
464.700,10.402,0.871
464.800,10.474,0.706
464.900,10.545,0.543
465.000,10.613,0.387
465.100,10.672,0.240
465.200,10.720,0.104
465.300,10.752,-0.019
465.400,10.766,-0.128
465.500,10.759,-0.222
465.600,10.729,-0.303
465.700,10.678,-0.370
465.800,10.605,-0.425
465.900,10.513,-0.471
466.000,10.405,-0.509
466.100,10.285,-0.542
466.200,10.159,-0.572
466.300,10.030,-0.600
466.400,9.904,-0.629
466.500,9.785,-0.660
466.600,9.678,-0.695
466.700,9.586,-0.732
466.800,9.510,-0.773
466.900,9.452,-0.816
467.000,9.411,-0.861
467.100,9.385,-0.906
467.200,9.373,-0.951
467.300,9.370,-0.992
467.400,9.373,-1.029
467.500,9.377,-1.061
467.600,9.379,-1.085
467.700,9.374,-1.103
467.800,9.360,-1.113
467.900,9.334,-1.116
468.000,9.295,-1.114
468.100,9.242,-1.106
468.200,9.177,-1.095
468.300,9.100,-1.084
468.400,9.015,-1.075
468.500,8.925,-1.069
468.600,8.832,-1.070
468.700,8.741,-1.079
468.800,8.655,-1.097
468.900,8.577,-1.127
469.000,8.509,-1.167
469.100,8.454,-1.218
469.200,8.412,-1.278
469.300,8.384,-1.345
469.400,8.369,-1.417
469.500,8.367,-1.490
469.600,8.375,-1.559
469.700,8.391,-1.622
469.800,8.414,-1.674
469.900,8.439,-1.710
470.000,8.466,-1.727
470.100,8.492,-1.722
470.200,8.516,-1.691
470.300,8.535,-1.634
470.400,8.549,-1.550
470.500,8.557,-1.438
470.600,8.560,-1.300
470.700,8.557,-1.138
470.800,8.549,-0.954
470.900,8.537,-0.753
471.000,8.522,-0.538
471.100,8.505,-0.313
471.200,8.486,-0.082
471.300,8.466,0.151
471.400,8.447,0.381
471.500,8.428,0.606
471.600,8.411,0.824
471.700,8.395,1.031
471.800,8.381,1.228
471.900,8.369,1.412
472.000,8.358,1.584
472.100,8.350,1.743
472.200,8.343,1.890
472.300,8.338,2.025
472.400,8.335,2.149
472.500,8.334,2.262
472.600,8.334,2.364
472.700,8.336,2.454
472.800,8.339,2.533
472.900,8.343,2.598
473.000,8.349,2.650
473.100,8.355,2.686
473.200,8.362,2.707
473.300,8.370,2.710
473.400,8.379,2.695
473.500,8.389,2.663
473.600,8.400,2.612
473.700,8.413,2.544
473.800,8.428,2.459
473.900,8.445,2.359
474.000,8.466,2.246
474.100,8.490,2.122
474.200,8.518,1.990
474.300,8.551,1.850
474.400,8.587,1.706
474.500,8.626,1.560
474.600,8.669,1.411
474.700,8.713,1.262
474.800,8.758,1.111
474.900,8.801,0.959
475.000,8.841,0.805
475.100,8.875,0.647
475.200,8.903,0.484
475.300,8.921,0.315
475.400,8.929,0.138
475.500,8.925,-0.047
475.600,8.910,-0.240
475.700,8.882,-0.442
475.800,8.843,-0.651
475.900,8.795,-0.866
476.000,8.739,-1.082
476.100,8.678,-1.298
476.200,8.615,-1.509
476.300,8.553,-1.712
476.400,8.495,-1.901
476.500,8.444,-2.074
476.600,8.404,-2.226
476.700,8.376,-2.354
476.800,8.361,-2.455
476.900,8.361,-2.530
477.000,8.374,-2.576
477.100,8.400,-2.595
477.200,8.437,-2.587
477.300,8.483,-2.556
477.400,8.534,-2.503
477.500,8.589,-2.433
477.600,8.643,-2.348
477.700,8.693,-2.252
477.800,8.738,-2.149
477.900,8.776,-2.040
478.000,8.806,-1.930
478.100,8.827,-1.820
478.200,8.840,-1.711
478.300,8.846,-1.605
478.400,8.849,-1.501
478.500,8.849,-1.400
478.600,8.850,-1.300
478.700,8.855,-1.203
478.800,8.867,-1.106
478.900,8.886,-1.010
479.000,8.916,-0.914
479.100,8.956,-0.818
479.200,9.007,-0.722
479.300,9.067,-0.626
479.400,9.135,-0.530
479.500,9.207,-0.435
479.600,9.279,-0.341
479.700,9.349,-0.249
479.800,9.412,-0.159
479.900,9.464,-0.071
480.000,9.501,0.015
480.100,9.521,0.099
480.200,9.522,0.180
480.300,9.501,0.261
480.400,9.459,0.340
480.500,9.397,0.418
480.600,9.316,0.496
480.700,9.218,0.573
480.800,9.108,0.648
480.900,8.988,0.722
481.000,8.863,0.793
481.100,8.737,0.860
481.200,8.613,0.922
481.300,8.495,0.977
481.400,8.386,1.024
481.500,8.288,1.062
481.600,8.202,1.091
481.700,8.129,1.111
481.800,8.069,1.123
481.900,8.021,1.126
482.000,7.983,1.124
482.100,7.955,1.118
482.200,7.935,1.111
482.300,7.921,1.105
482.400,7.910,1.105
482.500,7.903,1.112
482.600,7.898,1.128
482.700,7.895,1.155
482.800,7.893,1.195
482.900,7.893,1.246
483.000,7.896,1.308
483.100,7.903,1.379
483.200,7.914,1.456
483.300,7.932,1.535
483.400,7.957,1.612
483.500,7.989,1.683
483.600,8.031,1.744
483.700,8.081,1.791
483.800,8.139,1.821
483.900,8.204,1.830
484.000,8.276,1.819
484.100,8.351,1.785
484.200,8.429,1.729
484.300,8.506,1.653
484.400,8.581,1.558
484.500,8.650,1.449
484.600,8.711,1.327
484.700,8.763,1.196
484.800,8.804,1.060
484.900,8.833,0.920
485.000,8.849,0.779
485.100,8.852,0.639
485.200,8.842,0.499
485.300,8.822,0.361
485.400,8.794,0.222
485.500,8.758,0.083
485.600,8.718,-0.060
485.700,8.676,-0.206
485.800,8.636,-0.358
485.900,8.600,-0.517
486.000,8.571,-0.682
486.100,8.551,-0.854
486.200,8.540,-1.032
486.300,8.541,-1.212
486.400,8.554,-1.393
486.500,8.578,-1.570
486.600,8.612,-1.741
486.700,8.655,-1.900
486.800,8.704,-2.043
486.900,8.756,-2.168
487.000,8.809,-2.271
487.100,8.859,-2.349
487.200,8.904,-2.402
487.300,8.941,-2.429
487.400,8.968,-2.430
487.500,8.982,-2.408
487.600,8.984,-2.363
487.700,8.973,-2.300
487.800,8.951,-2.222
487.900,8.918,-2.131
488.000,8.877,-2.031
488.100,8.832,-1.924
488.200,8.786,-1.813
488.300,8.742,-1.699
488.400,8.705,-1.584
488.500,8.677,-1.468
488.600,8.662,-1.350
488.700,8.661,-1.230
488.800,8.676,-1.108
488.900,8.707,-0.983
489.000,8.753,-0.855
489.100,8.812,-0.724
489.200,8.882,-0.591
489.300,8.959,-0.455
489.400,9.038,-0.320
489.500,9.116,-0.187
489.600,9.188,-0.059
489.700,9.250,0.063
489.800,9.300,0.175
489.900,9.334,0.276
490.000,9.351,0.364
490.100,9.351,0.438
490.200,9.335,0.498
490.300,9.305,0.545
490.400,9.263,0.581
490.500,9.215,0.608
490.600,9.163,0.630
490.700,9.113,0.650
490.800,9.068,0.673
490.900,9.032,0.701
491.000,9.009,0.739
491.100,9.000,0.788
491.200,9.005,0.851
491.300,9.024,0.929
491.400,9.056,1.019
491.500,9.095,1.122
491.600,9.140,1.233
491.700,9.184,1.350
491.800,9.223,1.466
491.900,9.252,1.579
492.000,9.265,1.682
492.100,9.258,1.772
492.200,9.230,1.844
492.300,9.177,1.894
492.400,9.100,1.922
492.500,9.000,1.925
492.600,8.878,1.904
492.700,8.740,1.860
492.800,8.590,1.795
492.900,8.433,1.713
493.000,8.275,1.617
493.100,8.122,1.511
493.200,7.981,1.398
493.300,7.855,1.283
493.400,7.748,1.167
493.500,7.664,1.054
493.600,7.605,0.945
493.700,7.569,0.840
493.800,7.557,0.740
493.900,7.566,0.643
494.000,7.593,0.548
494.100,7.634,0.454
494.200,7.685,0.358
494.300,7.741,0.260
494.400,7.800,0.158
494.500,7.856,0.052
494.600,7.906,-0.060
494.700,7.949,-0.176
494.800,7.981,-0.294
494.900,8.002,-0.415
495.000,8.012,-0.535
495.100,8.011,-0.651
495.200,8.000,-0.762
495.300,7.979,-0.865
495.400,7.950,-0.958
495.500,7.915,-1.040
495.600,7.874,-1.108
495.700,7.831,-1.163
495.800,7.785,-1.204
495.900,7.737,-1.233
496.000,7.690,-1.250
496.100,7.644,-1.257
496.200,7.600,-1.256
496.300,7.559,-1.250
496.400,7.522,-1.240
496.500,7.489,-1.227
496.600,7.463,-1.214
496.700,7.444,-1.202
496.800,7.431,-1.191
496.900,7.428,-1.181
497.000,7.432,-1.173
497.100,7.444,-1.165
497.200,7.463,-1.156
497.300,7.488,-1.145
497.400,7.516,-1.131
497.500,7.546,-1.113
497.600,7.575,-1.088
497.700,7.599,-1.056
497.800,7.615,-1.015
497.900,7.621,-0.965
498.000,7.614,-0.905
498.100,7.592,-0.834
498.200,7.555,-0.753
498.300,7.503,-0.663
498.400,7.437,-0.562
498.500,7.360,-0.452
498.600,7.277,-0.335
498.700,7.192,-0.210
498.800,7.110,-0.079
498.900,7.038,0.055
499.000,6.981,0.192
499.100,6.944,0.328
499.200,6.933,0.463
499.300,6.951,0.593
499.400,6.998,0.716
499.500,7.075,0.830
499.600,7.180,0.931
499.700,7.309,1.018
499.800,7.456,1.088
499.900,7.614,1.140
500.000,7.774,1.173
500.100,7.928,1.186
500.200,8.066,1.178
500.300,8.180,1.152
500.400,8.263,1.107
500.500,8.308,1.047
500.600,8.312,0.975
500.700,8.273,0.892
500.800,8.191,0.803
500.900,8.070,0.711
501.000,7.913,0.619
501.100,7.728,0.530
501.200,7.522,0.447
501.300,7.305,0.371
501.400,7.086,0.304
501.500,6.874,0.246
501.600,6.676,0.196
501.700,6.500,0.155
501.800,6.350,0.119
501.900,6.231,0.087
502.000,6.143,0.058
502.100,6.086,0.029
502.200,6.059,-0.002
502.300,6.057,-0.037
502.400,6.076,-0.075
502.500,6.112,-0.117
502.600,6.158,-0.163
502.700,6.211,-0.211
502.800,6.267,-0.260
502.900,6.321,-0.306
503.000,6.374,-0.348
503.100,6.423,-0.382
503.200,6.470,-0.406
503.300,6.516,-0.417
503.400,6.563,-0.414
503.500,6.614,-0.396
503.600,6.670,-0.362
503.700,6.735,-0.313
503.800,6.809,-0.251
503.900,6.893,-0.178
504.000,6.986,-0.097
504.100,7.086,-0.012
504.200,7.188,0.074
504.300,7.290,0.155
504.400,7.385,0.229
504.500,7.469,0.291
504.600,7.536,0.339
504.700,7.579,0.369
504.800,7.596,0.382
504.900,7.583,0.375
505.000,7.538,0.349
505.100,7.460,0.306
505.200,7.352,0.246
505.300,7.216,0.172
505.400,7.057,0.086
505.500,6.880,-0.008
505.600,6.692,-0.108
505.700,6.499,-0.211
505.800,6.309,-0.314
505.900,6.127,-0.415
506.000,5.960,-0.511
506.100,5.811,-0.603
506.200,5.684,-0.687
506.300,5.579,-0.763
506.400,5.498,-0.831
506.500,5.439,-0.890
506.600,5.400,-0.939
506.700,5.378,-0.978
506.800,5.369,-1.006
506.900,5.371,-1.022
507.000,5.379,-1.027
507.100,5.391,-1.018
507.200,5.405,-0.996
507.300,5.420,-0.958
507.400,5.436,-0.905
507.500,5.453,-0.836
507.600,5.472,-0.750
507.700,5.497,-0.648
507.800,5.529,-0.530
507.900,5.570,-0.396
508.000,5.623,-0.250
508.100,5.689,-0.091
508.200,5.768,0.076
508.300,5.861,0.248
508.400,5.966,0.424
508.500,6.079,0.598
508.600,6.199,0.768
508.700,6.320,0.930
508.800,6.439,1.080
508.900,6.548,1.215
509.000,6.645,1.333
509.100,6.723,1.430
509.200,6.779,1.506
509.300,6.810,1.559
509.400,6.814,1.589
509.500,6.791,1.597
509.600,6.740,1.583
509.700,6.664,1.549
509.800,6.566,1.497
509.900,6.450,1.430
510.000,6.320,1.351
510.100,6.182,1.262
510.200,6.041,1.168
510.300,5.902,1.071
510.400,5.771,0.974
510.500,5.650,0.880
510.600,5.545,0.791
510.700,5.458,0.708
510.800,5.390,0.633
510.900,5.342,0.566
511.000,5.315,0.506
511.100,5.308,0.453
511.200,5.320,0.405
511.300,5.349,0.361
511.400,5.392,0.317
511.500,5.447,0.273
511.600,5.512,0.225
511.700,5.584,0.171
511.800,5.660,0.110
511.900,5.738,0.040
512.000,5.815,-0.040
512.100,5.890,-0.130
512.200,5.960,-0.229
512.300,6.024,-0.336
512.400,6.080,-0.449
512.500,6.127,-0.566
512.600,6.163,-0.683
512.700,6.188,-0.797
512.800,6.201,-0.904
512.900,6.203,-1.002
513.000,6.193,-1.086
513.100,6.173,-1.154
513.200,6.143,-1.204
513.300,6.104,-1.235
513.400,6.060,-1.245
513.500,6.011,-1.237
513.600,5.961,-1.209
513.700,5.912,-1.165
513.800,5.866,-1.107
513.900,5.826,-1.039
514.000,5.795,-0.962
514.100,5.773,-0.882
514.200,5.763,-0.802
514.300,5.765,-0.726
514.400,5.780,-0.656
514.500,5.807,-0.595
514.600,5.846,-0.545
514.700,5.896,-0.508
514.800,5.956,-0.485
514.900,6.022,-0.476
515.000,6.094,-0.480
515.100,6.169,-0.497
515.200,6.246,-0.525
515.300,6.322,-0.563
515.400,6.397,-0.609
515.500,6.468,-0.660
515.600,6.536,-0.716
515.700,6.598,-0.772
515.800,6.656,-0.829
515.900,6.708,-0.882
516.000,6.754,-0.931
516.100,6.796,-0.973
516.200,6.832,-1.007
516.300,6.862,-1.030
516.400,6.887,-1.042
516.500,6.907,-1.040
516.600,6.919,-1.024
516.700,6.926,-0.992
516.800,6.925,-0.943
516.900,6.916,-0.877
517.000,6.900,-0.794
517.100,6.875,-0.695
517.200,6.842,-0.578
517.300,6.802,-0.447
517.400,6.754,-0.303
517.500,6.700,-0.148
517.600,6.640,0.015
517.700,6.577,0.184
517.800,6.511,0.355
517.900,6.444,0.525
518.000,6.378,0.690
518.100,6.314,0.849
518.200,6.252,0.997
518.300,6.193,1.132
518.400,6.139,1.253
518.500,6.088,1.358
518.600,6.040,1.447
518.700,5.996,1.518
518.800,5.953,1.573
518.900,5.910,1.612
519.000,5.868,1.637
519.100,5.825,1.648
519.200,5.780,1.647
519.300,5.733,1.637
519.400,5.684,1.618
519.500,5.635,1.593
519.600,5.585,1.562
519.700,5.537,1.528
519.800,5.492,1.490
519.900,5.452,1.451
520.000,5.419,1.409
520.100,5.396,1.367
520.200,5.384,1.323
520.300,5.384,1.278
520.400,5.397,1.233
520.500,5.425,1.186
520.600,5.466,1.138
520.700,5.521,1.088
520.800,5.586,1.037
520.900,5.661,0.984
521.000,5.743,0.929
521.100,5.830,0.872
521.200,5.917,0.811
521.300,6.003,0.748
521.400,6.085,0.680
521.500,6.160,0.609
521.600,6.225,0.533
521.700,6.279,0.452
521.800,6.322,0.367
521.900,6.352,0.277
522.000,6.369,0.183
522.100,6.375,0.086
522.200,6.369,-0.014
522.300,6.355,-0.114
522.400,6.333,-0.214
522.500,6.305,-0.312
522.600,6.274,-0.406
522.700,6.241,-0.494
522.800,6.210,-0.575
522.900,6.181,-0.647
523.000,6.157,-0.711
523.100,6.139,-0.765
523.200,6.128,-0.810
523.300,6.126,-0.847
523.400,6.132,-0.878
523.500,6.146,-0.904
523.600,6.170,-0.927
523.700,6.200,-0.951
523.800,6.238,-0.978
523.900,6.281,-1.011
524.000,6.327,-1.051
524.100,6.375,-1.100
524.200,6.422,-1.159
524.300,6.465,-1.228
524.400,6.504,-1.306
524.500,6.534,-1.391
524.600,6.554,-1.481
524.700,6.563,-1.572
524.800,6.559,-1.661
524.900,6.540,-1.743
525.000,6.508,-1.814
525.100,6.462,-1.870
525.200,6.404,-1.907
525.300,6.335,-1.922
525.400,6.259,-1.913
525.500,6.179,-1.878
525.600,6.097,-1.816
525.700,6.018,-1.729
525.800,5.945,-1.616
525.900,5.881,-1.481
526.000,5.830,-1.326
526.100,5.794,-1.153
526.200,5.773,-0.967
526.300,5.769,-0.770
526.400,5.782,-0.566
526.500,5.809,-0.357
526.600,5.848,-0.147
526.700,5.897,0.063
526.800,5.952,0.269
526.900,6.009,0.471
527.000,6.065,0.667
527.100,6.116,0.855
527.200,6.158,1.034
527.300,6.191,1.202
527.400,6.212,1.357
527.500,6.221,1.497
527.600,6.220,1.619
527.700,6.209,1.722
527.800,6.191,1.802
527.900,6.171,1.858
528.000,6.151,1.887
528.100,6.135,1.888
528.200,6.127,1.860
528.300,6.130,1.802
528.400,6.146,1.716
528.500,6.178,1.604
528.600,6.225,1.468
528.700,6.287,1.312
528.800,6.362,1.142
528.900,6.448,0.962
529.000,6.541,0.777
529.100,6.638,0.595
529.200,6.735,0.420
529.300,6.827,0.256
529.400,6.910,0.109
529.500,6.983,-0.019
529.600,7.043,-0.126
529.700,7.090,-0.211
529.800,7.122,-0.275
529.900,7.141,-0.320
530.000,7.149,-0.348
530.100,7.149,-0.363
530.200,7.143,-0.368
530.300,7.136,-0.369
530.400,7.130,-0.368
530.500,7.129,-0.368
530.600,7.134,-0.373
530.700,7.147,-0.385
530.800,7.169,-0.403
530.900,7.198,-0.427
531.000,7.235,-0.457
531.100,7.276,-0.489
531.200,7.320,-0.522
531.300,7.363,-0.551
531.400,7.403,-0.574
531.500,7.436,-0.587
531.600,7.461,-0.588
531.700,7.476,-0.574
531.800,7.479,-0.545
531.900,7.472,-0.499
532.000,7.455,-0.437
532.100,7.431,-0.362
532.200,7.401,-0.274
532.300,7.370,-0.177
532.400,7.339,-0.074
532.500,7.312,0.031
532.600,7.292,0.135
532.700,7.282,0.235
532.800,7.282,0.327
532.900,7.294,0.411
533.000,7.317,0.484
533.100,7.350,0.546
533.200,7.392,0.597
533.300,7.441,0.637
533.400,7.494,0.667
533.500,7.548,0.690
533.600,7.603,0.706
533.700,7.656,0.717
533.800,7.705,0.725
533.900,7.751,0.731
534.000,7.793,0.736
534.100,7.834,0.741
534.200,7.873,0.746
534.300,7.913,0.750
534.400,7.957,0.753
534.500,8.005,0.754
534.600,8.059,0.752
534.700,8.120,0.746
534.800,8.188,0.734
534.900,8.262,0.716
535.000,8.339,0.692
535.100,8.417,0.660
535.200,8.492,0.620
535.300,8.560,0.573
535.400,8.618,0.520
535.500,8.661,0.460
535.600,8.686,0.394
535.700,8.690,0.325
535.800,8.672,0.251
535.900,8.632,0.175
536.000,8.571,0.097
536.100,8.494,0.018
536.200,8.403,-0.062
536.300,8.304,-0.141
536.400,8.203,-0.220
536.500,8.107,-0.299
536.600,8.021,-0.376
536.700,7.952,-0.453
536.800,7.904,-0.528
536.900,7.880,-0.602
537.000,7.882,-0.674
537.100,7.909,-0.744
537.200,7.960,-0.813
537.300,8.032,-0.879
537.400,8.120,-0.943
537.500,8.217,-1.005
537.600,8.319,-1.064
537.700,8.418,-1.121
537.800,8.508,-1.175
537.900,8.585,-1.226
538.000,8.645,-1.275
538.100,8.686,-1.321
538.200,8.707,-1.364
538.300,8.709,-1.404
538.400,8.695,-1.441
