# Time[s],V[m/s],free_surface_elevation[m]
173.100,8.486,-0.223
173.200,8.554,-0.184
173.300,8.592,-0.142
173.400,8.597,-0.100
173.500,8.572,-0.058
173.600,8.521,-0.020
173.700,8.449,0.013
173.800,8.365,0.038
173.900,8.277,0.053
174.000,8.196,0.058
174.100,8.130,0.050
174.200,8.088,0.029
174.300,8.076,-0.004
174.400,8.098,-0.048
174.500,8.157,-0.104
174.600,8.250,-0.168
174.700,8.375,-0.239
174.800,8.526,-0.313
174.900,8.694,-0.389
175.000,8.871,-0.462
175.100,9.047,-0.532
175.200,9.212,-0.595
175.300,9.358,-0.650
175.400,9.477,-0.696
175.500,9.564,-0.731
175.600,9.615,-0.756
175.700,9.630,-0.770
175.800,9.611,-0.775
175.900,9.561,-0.772
176.000,9.486,-0.761
176.100,9.392,-0.744
176.200,9.288,-0.724
176.300,9.181,-0.700
176.400,9.079,-0.674
176.500,8.987,-0.646
176.600,8.910,-0.618
176.700,8.852,-0.589
176.800,8.814,-0.559
176.900,8.796,-0.529
177.000,8.795,-0.496
177.100,8.809,-0.461
177.200,8.832,-0.422
177.300,8.861,-0.380
177.400,8.890,-0.332
177.500,8.915,-0.279
177.600,8.933,-0.219
177.700,8.941,-0.152
177.800,8.937,-0.077
177.900,8.923,0.006
178.000,8.899,0.098
178.100,8.867,0.200
178.200,8.830,0.311
178.300,8.792,0.433
178.400,8.756,0.566
178.500,8.726,0.709
178.600,8.703,0.863
178.700,8.690,1.027
178.800,8.687,1.200
178.900,8.695,1.380
179.000,8.712,1.567
179.100,8.736,1.756
179.200,8.765,1.945
179.300,8.797,2.129
179.400,8.827,2.305
179.500,8.854,2.468
179.600,8.875,2.613
179.700,8.888,2.735
179.800,8.892,2.831
179.900,8.888,2.895
180.000,8.875,2.925
180.100,8.855,2.919
180.200,8.830,2.874
180.300,8.801,2.791
180.400,8.772,2.671
180.500,8.743,2.515
180.600,8.716,2.327
180.700,8.693,2.109
180.800,8.674,1.867
180.900,8.659,1.605
181.000,8.648,1.328
181.100,8.641,1.042
181.200,8.635,0.749
181.300,8.630,0.456
181.400,8.625,0.165
181.500,8.620,-0.121
181.600,8.614,-0.399
181.700,8.607,-0.668
181.800,8.600,-0.926
181.900,8.594,-1.173
182.000,8.590,-1.409
182.100,8.591,-1.632
182.200,8.599,-1.844
182.300,8.613,-2.042
182.400,8.637,-2.228
182.500,8.669,-2.398
182.600,8.710,-2.553
182.700,8.758,-2.691
182.800,8.811,-2.810
182.900,8.867,-2.909
183.000,8.922,-2.987
183.100,8.971,-3.041
183.200,9.011,-3.072
183.300,9.038,-3.079
183.400,9.049,-3.063
183.500,9.040,-3.026
183.600,9.011,-2.968
183.700,8.961,-2.893
183.800,8.890,-2.804
183.900,8.801,-2.702
184.000,8.697,-2.593
184.100,8.581,-2.478
184.200,8.460,-2.361
184.300,8.338,-2.245
184.400,8.221,-2.130
184.500,8.115,-2.018
184.600,8.023,-1.909
184.700,7.950,-1.804
184.800,7.898,-1.700
184.900,7.869,-1.596
185.000,7.864,-1.490
185.100,7.880,-1.381
185.200,7.917,-1.266
185.300,7.972,-1.143
185.400,8.040,-1.011
185.500,8.119,-0.869
185.600,8.203,-0.717
185.700,8.290,-0.554
185.800,8.375,-0.384
185.900,8.455,-0.206
186.000,8.529,-0.022
186.100,8.595,0.164
186.200,8.652,0.350
186.300,8.700,0.534
186.400,8.739,0.714
186.500,8.771,0.887
186.600,8.795,1.052
186.700,8.814,1.207
186.800,8.828,1.352
186.900,8.837,1.486
187.000,8.843,1.609
187.100,8.846,1.722
187.200,8.845,1.824
187.300,8.840,1.916
187.400,8.831,1.999
187.500,8.817,2.072
187.600,8.798,2.137
187.700,8.773,2.193
187.800,8.743,2.240
187.900,8.708,2.277
188.000,8.667,2.306
188.100,8.624,2.325
188.200,8.578,2.336
188.300,8.531,2.337
188.400,8.485,2.332
188.500,8.442,2.319
188.600,8.402,2.301
188.700,8.368,2.280
188.800,8.339,2.258
188.900,8.317,2.235
189.000,8.301,2.215
189.100,8.292,2.198
189.200,8.287,2.185
189.300,8.287,2.178
189.400,8.290,2.175
189.500,8.295,2.176
189.600,8.301,2.179
189.700,8.308,2.181
189.800,8.313,2.180
189.900,8.318,2.171
190.000,8.322,2.152
190.100,8.326,2.118
190.200,8.330,2.066
190.300,8.337,1.994
190.400,8.346,1.899
190.500,8.359,1.780
190.600,8.377,1.637
190.700,8.401,1.471
190.800,8.432,1.283
190.900,8.469,1.078
191.000,8.512,0.857
191.100,8.561,0.626
191.200,8.614,0.389
191.300,8.670,0.150
191.400,8.727,-0.087
191.500,8.783,-0.317
191.600,8.837,-0.539
191.700,8.887,-0.749
191.800,8.931,-0.947
191.900,8.968,-1.131
192.000,8.999,-1.302
192.100,9.022,-1.461
192.200,9.039,-1.610
192.300,9.049,-1.749
192.400,9.053,-1.880
192.500,9.054,-2.006
192.600,9.053,-2.125
192.700,9.050,-2.240
192.800,9.047,-2.350
192.900,9.046,-2.455
193.000,9.046,-2.553
193.100,9.049,-2.643
193.200,9.055,-2.722
193.300,9.064,-2.790
193.400,9.074,-2.843
193.500,9.087,-2.881
193.600,9.100,-2.902
193.700,9.112,-2.906
193.800,9.124,-2.893
193.900,9.133,-2.864
194.000,9.140,-2.819
194.100,9.145,-2.762
194.200,9.146,-2.694
194.300,9.145,-2.617
194.400,9.141,-2.535
194.500,9.135,-2.450
194.600,9.129,-2.362
194.700,9.123,-2.274
194.800,9.118,-2.186
194.900,9.115,-2.097
195.000,9.114,-2.007
195.100,9.116,-1.914
195.200,9.120,-1.815
195.300,9.127,-1.708
195.400,9.136,-1.592
195.500,9.146,-1.463
195.600,9.155,-1.320
195.700,9.161,-1.162
195.800,9.163,-0.989
195.900,9.159,-0.801
196.000,9.147,-0.600
196.100,9.125,-0.388
196.200,9.093,-0.169
196.300,9.048,0.053
196.400,8.991,0.274
196.500,8.922,0.491
196.600,8.841,0.697
196.700,8.750,0.891
196.800,8.651,1.067
196.900,8.546,1.226
197.000,8.440,1.364
197.100,8.334,1.481
197.200,8.233,1.580
197.300,8.140,1.660
197.400,8.059,1.725
197.500,7.991,1.778
197.600,7.940,1.821
197.700,7.907,1.859
197.800,7.891,1.894
197.900,7.894,1.929
198.000,7.912,1.966
198.100,7.945,2.006
198.200,7.987,2.050
198.300,8.034,2.095
198.400,8.084,2.142
198.500,8.129,2.187
198.600,8.165,2.228
198.700,8.188,2.261
198.800,8.193,2.283
198.900,8.177,2.291
199.000,8.139,2.281
199.100,8.077,2.253
199.200,7.992,2.204
199.300,7.885,2.133
199.400,7.760,2.042
199.500,7.621,1.931
199.600,7.474,1.802
199.700,7.323,1.658
199.800,7.176,1.503
199.900,7.038,1.339
200.000,6.914,1.172
200.100,6.811,1.005
200.200,6.730,0.842
200.300,6.677,0.686
200.400,6.650,0.539
200.500,6.652,0.405
200.600,6.679,0.284
200.700,6.730,0.177
200.800,6.801,0.084
200.900,6.887,0.006
201.000,6.984,-0.060
201.100,7.087,-0.115
201.200,7.190,-0.159
201.300,7.291,-0.196
201.400,7.385,-0.227
201.500,7.470,-0.253
201.600,7.544,-0.278
201.700,7.607,-0.302
201.800,7.658,-0.327
201.900,7.701,-0.354
202.000,7.735,-0.384
202.100,7.765,-0.417
202.200,7.792,-0.455
202.300,7.818,-0.497
202.400,7.847,-0.543
202.500,7.880,-0.593
202.600,7.919,-0.648
202.700,7.963,-0.705
202.800,8.012,-0.766
202.900,8.067,-0.830
203.000,8.124,-0.895
203.100,8.183,-0.962
203.200,8.242,-1.029
203.300,8.297,-1.096
203.400,8.347,-1.161
203.500,8.390,-1.224
203.600,8.425,-1.284
203.700,8.450,-1.340
203.800,8.464,-1.390
203.900,8.469,-1.434
204.000,8.463,-1.470
204.100,8.449,-1.499
204.200,8.427,-1.518
204.300,8.399,-1.526
204.400,8.366,-1.525
204.500,8.331,-1.512
204.600,8.294,-1.489
204.700,8.257,-1.453
204.800,8.222,-1.407
204.900,8.189,-1.350
205.000,8.160,-1.282
205.100,8.135,-1.204
205.200,8.115,-1.117
205.300,8.100,-1.021
205.400,8.092,-0.919
205.500,8.089,-0.810
205.600,8.094,-0.696
205.700,8.105,-0.579
205.800,8.122,-0.458
205.900,8.146,-0.337
206.000,8.176,-0.214
206.100,8.212,-0.093
206.200,8.251,0.027
206.300,8.292,0.144
206.400,8.334,0.258
206.500,8.374,0.368
206.600,8.411,0.474
206.700,8.442,0.574
206.800,8.465,0.670
206.900,8.479,0.761
207.000,8.482,0.847
207.100,8.474,0.927
207.200,8.455,1.002
207.300,8.426,1.073
207.400,8.390,1.138
207.500,8.349,1.198
207.600,8.306,1.253
207.700,8.266,1.303
207.800,8.232,1.347
207.900,8.208,1.386
208.000,8.198,1.419
208.100,8.203,1.446
208.200,8.227,1.465
208.300,8.269,1.477
208.400,8.328,1.481
208.500,8.403,1.476
208.600,8.489,1.462
208.700,8.582,1.437
208.800,8.677,1.403
208.900,8.767,1.358
209.000,8.846,1.303
209.100,8.909,1.236
209.200,8.951,1.159
209.300,8.968,1.071
209.400,8.957,0.972
209.500,8.917,0.864
209.600,8.851,0.747
209.700,8.759,0.620
209.800,8.648,0.486
209.900,8.521,0.346
210.000,8.387,0.199
210.100,8.251,0.046
210.200,8.121,-0.110
210.300,8.002,-0.269
210.400,7.901,-0.430
210.500,7.820,-0.592
210.600,7.763,-0.754
210.700,7.729,-0.914
210.800,7.718,-1.072
210.900,7.725,-1.226
211.000,7.747,-1.375
211.100,7.777,-1.517
211.200,7.810,-1.653
211.300,7.839,-1.779
211.400,7.858,-1.895
211.500,7.862,-2.000
211.600,7.847,-2.091
211.700,7.811,-2.169
211.800,7.754,-2.231
211.900,7.677,-2.277
212.000,7.585,-2.305
212.100,7.481,-2.314
212.200,7.371,-2.305
212.300,7.264,-2.276
212.400,7.164,-2.227
212.500,7.081,-2.159
212.600,7.018,-2.071
212.700,6.982,-1.964
212.800,6.975,-1.840
212.900,6.999,-1.699
213.000,7.053,-1.543
213.100,7.136,-1.374
213.200,7.242,-1.192
213.300,7.367,-1.001
213.400,7.506,-0.801
213.500,7.650,-0.595
213.600,7.793,-0.384
213.700,7.929,-0.170
213.800,8.053,0.046
213.900,8.159,0.263
214.000,8.245,0.479
214.100,8.309,0.693
214.200,8.351,0.906
214.300,8.372,1.115
214.400,8.374,1.320
214.500,8.361,1.521
214.600,8.337,1.716
214.700,8.305,1.904
214.800,8.270,2.084
214.900,8.234,2.255
215.000,8.202,2.415
215.100,8.174,2.562
215.200,8.152,2.695
215.300,8.135,2.810
215.400,8.124,2.907
215.500,8.116,2.984
215.600,8.109,3.038
215.700,8.102,3.070
215.800,8.092,3.078
215.900,8.077,3.062
216.000,8.056,3.022
216.100,8.029,2.960
216.200,7.994,2.878
216.300,7.953,2.777
216.400,7.908,2.660
216.500,7.859,2.530
216.600,7.810,2.389
216.700,7.763,2.240
216.800,7.721,2.087
216.900,7.687,1.931
217.000,7.661,1.774
217.100,7.647,1.617
217.200,7.645,1.460
217.300,7.655,1.303
217.400,7.677,1.145
217.500,7.709,0.984
217.600,7.751,0.818
217.700,7.799,0.645
217.800,7.851,0.463
217.900,7.906,0.270
218.000,7.960,0.063
218.100,8.011,-0.157
218.200,8.058,-0.393
218.300,8.099,-0.642
218.400,8.133,-0.904
218.500,8.160,-1.175
218.600,8.180,-1.453
218.700,8.194,-1.733
218.800,8.203,-2.010
218.900,8.208,-2.278
219.000,8.210,-2.533
219.100,8.212,-2.769
219.200,8.215,-2.981
219.300,8.220,-3.165
219.400,8.229,-3.316
219.500,8.242,-3.432
219.600,8.261,-3.513
219.700,8.286,-3.556
219.800,8.317,-3.564
219.900,8.354,-3.537
220.000,8.395,-3.479
220.100,8.442,-3.393
220.200,8.491,-3.284
220.300,8.544,-3.154
220.400,8.597,-3.010
220.500,8.649,-2.854
220.600,8.700,-2.692
220.700,8.747,-2.527
220.800,8.789,-2.362
220.900,8.825,-2.199
221.000,8.853,-2.040
221.100,8.872,-1.887
221.200,8.882,-1.740
221.300,8.881,-1.598
221.400,8.870,-1.462
221.500,8.848,-1.331
221.600,8.816,-1.204
221.700,8.774,-1.080
221.800,8.724,-0.957
221.900,8.666,-0.835
222.000,8.602,-0.712
222.100,8.534,-0.588
222.200,8.463,-0.461
222.300,8.391,-0.331
222.400,8.320,-0.197
222.500,8.252,-0.059
222.600,8.188,0.084
222.700,8.128,0.231
222.800,8.076,0.383
222.900,8.031,0.539
223.000,7.995,0.699
223.100,7.968,0.862
223.200,7.951,1.027
223.300,7.945,1.192
223.400,7.951,1.357
223.500,7.968,1.520
223.600,7.998,1.677
223.700,8.041,1.829
223.800,8.097,1.972
223.900,8.167,2.105
224.000,8.251,2.226
224.100,8.348,2.334
224.200,8.457,2.427
224.300,8.579,2.505
224.400,8.710,2.569
224.500,8.849,2.618
224.600,8.992,2.653
224.700,9.138,2.676
224.800,9.281,2.688
224.900,9.420,2.691
225.000,9.548,2.687
225.100,9.664,2.678
225.200,9.764,2.665
225.300,9.845,2.649
225.400,9.904,2.630
225.500,9.942,2.609
225.600,9.957,2.586
225.700,9.950,2.558
225.800,9.923,2.524
225.900,9.879,2.481
226.000,9.822,2.428
226.100,9.755,2.362
226.200,9.684,2.279
226.300,9.612,2.178
226.400,9.544,2.056
226.500,9.485,1.912
226.600,9.438,1.747
226.700,9.405,1.558
226.800,9.387,1.349
226.900,9.386,1.120
227.000,9.401,0.873
227.100,9.430,0.613
227.200,9.469,0.342
227.300,9.517,0.064
227.400,9.569,-0.217
227.500,9.621,-0.498
227.600,9.669,-0.774
227.700,9.710,-1.042
227.800,9.739,-1.301
227.900,9.755,-1.547
228.000,9.755,-1.778
228.100,9.739,-1.993
228.200,9.706,-2.192
228.300,9.658,-2.373
228.400,9.595,-2.536
228.500,9.521,-2.680
228.600,9.437,-2.804
228.700,9.346,-2.909
228.800,9.252,-2.992
228.900,9.157,-3.055
229.000,9.063,-3.094
229.100,8.974,-3.109
229.200,8.890,-3.100
229.300,8.813,-3.066
229.400,8.745,-3.005
229.500,8.685,-2.918
229.600,8.633,-2.805
229.700,8.590,-2.669
229.800,8.556,-2.509
229.900,8.529,-2.329
230.000,8.510,-2.131
230.100,8.498,-1.920
230.200,8.494,-1.700
230.300,8.496,-1.473
230.400,8.506,-1.246
230.500,8.523,-1.021
230.600,8.548,-0.803
230.700,8.580,-0.595
230.800,8.619,-0.400
230.900,8.666,-0.220
231.000,8.720,-0.056
231.100,8.780,0.092
231.200,8.845,0.224
231.300,8.914,0.340
231.400,8.985,0.443
231.500,9.057,0.533
231.600,9.128,0.613
231.700,9.195,0.685
231.800,9.257,0.750
231.900,9.312,0.811
232.000,9.358,0.868
232.100,9.394,0.923
232.200,9.419,0.975
232.300,9.432,1.024
232.400,9.433,1.070
232.500,9.422,1.112
232.600,9.400,1.148
232.700,9.369,1.177
232.800,9.330,1.199
232.900,9.285,1.211
233.000,9.237,1.213
233.100,9.187,1.203
233.200,9.140,1.182
233.300,9.097,1.150
233.400,9.061,1.106
233.500,9.034,1.052
233.600,9.017,0.989
233.700,9.014,0.918
233.800,9.023,0.840
233.900,9.045,0.758
234.000,9.081,0.672
234.100,9.127,0.586
234.200,9.184,0.500
234.300,9.247,0.417
234.400,9.315,0.338
234.500,9.383,0.264
234.600,9.449,0.196
234.700,9.507,0.136
234.800,9.556,0.084
234.900,9.592,0.041
235.000,9.613,0.008
235.100,9.617,-0.016
235.200,9.603,-0.031
235.300,9.572,-0.037
235.400,9.524,-0.034
235.500,9.462,-0.023
235.600,9.390,-0.006
235.700,9.310,0.017
235.800,9.228,0.043
235.900,9.148,0.073
236.000,9.075,0.103
236.100,9.013,0.132
236.200,8.965,0.160
236.300,8.935,0.184
236.400,8.924,0.203
236.500,8.934,0.217
236.600,8.963,0.226
236.700,9.010,0.229
236.800,9.072,0.226
236.900,9.145,0.218
237.000,9.225,0.207
237.100,9.308,0.192
237.200,9.388,0.176
237.300,9.462,0.161
237.400,9.525,0.146
237.500,9.574,0.135
237.600,9.608,0.127
237.700,9.625,0.123
237.800,9.625,0.124
237.900,9.611,0.130
238.000,9.585,0.140
238.100,9.549,0.154
238.200,9.507,0.171
238.300,9.464,0.189
238.400,9.422,0.209
238.500,9.385,0.228
238.600,9.356,0.245
238.700,9.336,0.260
238.800,9.326,0.272
238.900,9.325,0.282
239.000,9.334,0.287
239.100,9.348,0.291
239.200,9.367,0.291
239.300,9.386,0.290
239.400,9.403,0.288
239.500,9.415,0.284
239.600,9.419,0.281
239.700,9.413,0.278
239.800,9.396,0.274
239.900,9.368,0.269
240.000,9.330,0.263
240.100,9.283,0.253
240.200,9.231,0.238
240.300,9.175,0.217
240.400,9.118,0.187
240.500,9.065,0.147
240.600,9.018,0.095
240.700,8.979,0.029
240.800,8.950,-0.050
240.900,8.931,-0.144
241.000,8.924,-0.252
241.100,8.926,-0.372
241.200,8.937,-0.503
241.300,8.954,-0.643
241.400,8.974,-0.788
241.500,8.995,-0.935
241.600,9.014,-1.079
241.700,9.029,-1.219
241.800,9.037,-1.348
241.900,9.039,-1.465
242.000,9.033,-1.566
242.100,9.020,-1.649
242.200,9.002,-1.711
242.300,8.980,-1.751
242.400,8.956,-1.770
242.500,8.934,-1.767
242.600,8.915,-1.743
242.700,8.902,-1.701
242.800,8.896,-1.641
242.900,8.900,-1.566
243.000,8.912,-1.480
243.100,8.933,-1.384
243.200,8.962,-1.282
243.300,8.997,-1.176
243.400,9.035,-1.069
243.500,9.074,-0.962
243.600,9.112,-0.857
243.700,9.145,-0.756
243.800,9.172,-0.660
243.900,9.190,-0.568
244.000,9.200,-0.482
244.100,9.200,-0.400
244.200,9.192,-0.323
244.300,9.177,-0.250
244.400,9.157,-0.179
244.500,9.134,-0.110
244.600,9.112,-0.043
244.700,9.092,0.026
244.800,9.078,0.095
244.900,9.070,0.166
245.000,9.072,0.241
245.100,9.082,0.319
245.200,9.101,0.400
245.300,9.129,0.486
245.400,9.162,0.576
245.500,9.200,0.669
245.600,9.239,0.765
245.700,9.277,0.862
245.800,9.311,0.961
245.900,9.339,1.060
246.000,9.358,1.157
246.100,9.368,1.251
246.200,9.369,1.340
246.300,9.360,1.423
246.400,9.342,1.498
246.500,9.317,1.566
246.600,9.288,1.623
246.700,9.256,1.671
246.800,9.224,1.707
246.900,9.195,1.733
247.000,9.171,1.749
247.100,9.153,1.754
247.200,9.143,1.749
247.300,9.141,1.734
247.400,9.146,1.711
247.500,9.159,1.680
247.600,9.177,1.642
247.700,9.200,1.598
247.800,9.225,1.547
247.900,9.250,1.491
248.000,9.274,1.430
248.100,9.296,1.363
248.200,9.315,1.292
248.300,9.331,1.215
248.400,9.345,1.134
248.500,9.357,1.048
248.600,9.369,0.957
248.700,9.382,0.862
248.800,9.400,0.764
248.900,9.424,0.662
249.000,9.455,0.558
249.100,9.496,0.453
249.200,9.546,0.348
249.300,9.606,0.243
249.400,9.674,0.141
249.500,9.750,0.042
249.600,9.830,-0.052
249.700,9.912,-0.142
249.800,9.992,-0.226
249.900,10.066,-0.305
250.000,10.130,-0.377
250.100,10.180,-0.444
250.200,10.214,-0.505
250.300,10.227,-0.561
250.400,10.219,-0.612
250.500,10.188,-0.659
250.600,10.135,-0.702
250.700,10.062,-0.743
250.800,9.969,-0.780
250.900,9.861,-0.813
251.000,9.742,-0.844
251.100,9.615,-0.871
251.200,9.487,-0.894
251.300,9.360,-0.912
251.400,9.242,-0.926
251.500,9.134,-0.934
251.600,9.042,-0.937
251.700,8.967,-0.934
251.800,8.911,-0.926
251.900,8.875,-0.914
252.000,8.858,-0.899
252.100,8.860,-0.881
252.200,8.877,-0.863
252.300,8.909,-0.847
252.400,8.950,-0.833
252.500,8.997,-0.824
252.600,9.047,-0.821
252.700,9.097,-0.825
252.800,9.142,-0.838
252.900,9.181,-0.860
253.000,9.211,-0.890
253.100,9.230,-0.928
253.200,9.239,-0.973
253.300,9.236,-1.022
253.400,9.224,-1.073
253.500,9.203,-1.125
253.600,9.176,-1.174
253.700,9.144,-1.217
253.800,9.110,-1.252
253.900,9.078,-1.277
254.000,9.048,-1.289
254.100,9.023,-1.288
254.200,9.005,-1.272
254.300,8.996,-1.242
254.400,8.996,-1.196
254.500,9.005,-1.137
254.600,9.023,-1.066
254.700,9.050,-0.983
254.800,9.084,-0.892
254.900,9.123,-0.793
255.000,9.166,-0.691
255.100,9.211,-0.586
255.200,9.255,-0.480
255.300,9.296,-0.375
255.400,9.333,-0.273
255.500,9.364,-0.174
255.600,9.387,-0.080
255.700,9.401,0.010
255.800,9.405,0.094
255.900,9.399,0.174
256.000,9.382,0.250
256.100,9.354,0.321
256.200,9.316,0.388
256.300,9.269,0.452
256.400,9.213,0.513
256.500,9.149,0.570
256.600,9.080,0.625
256.700,9.006,0.678
256.800,8.931,0.727
256.900,8.855,0.773
257.000,8.781,0.816
257.100,8.712,0.855
257.200,8.650,0.891
257.300,8.598,0.922
257.400,8.558,0.948
257.500,8.532,0.970
257.600,8.521,0.987
257.700,8.528,0.999
257.800,8.552,1.006
257.900,8.594,1.009
258.000,8.654,1.007
258.100,8.730,1.000
258.200,8.819,0.990
258.300,8.920,0.976
258.400,9.029,0.960
258.500,9.141,0.942
258.600,9.254,0.922
258.700,9.363,0.902
258.800,9.465,0.881
258.900,9.555,0.862
259.000,9.632,0.843
259.100,9.692,0.827
259.200,9.736,0.812
259.300,9.764,0.799
259.400,9.777,0.787
259.500,9.776,0.777
259.600,9.766,0.767
259.700,9.750,0.756
259.800,9.733,0.743
259.900,9.720,0.727
260.000,9.715,0.706
260.100,9.722,0.679
260.200,9.744,0.644
260.300,9.784,0.600
260.400,9.843,0.547
260.500,9.922,0.484
260.600,10.017,0.412
260.700,10.127,0.331
260.800,10.248,0.243
260.900,10.374,0.150
261.000,10.500,0.054
261.100,10.620,-0.041
261.200,10.728,-0.133
261.300,10.818,-0.219
261.400,10.887,-0.296
261.500,10.929,-0.360
261.600,10.943,-0.409
261.700,10.926,-0.443
261.800,10.880,-0.460
261.900,10.806,-0.460
262.000,10.707,-0.444
262.100,10.586,-0.415
262.200,10.448,-0.373
262.300,10.299,-0.323
262.400,10.143,-0.268
262.500,9.986,-0.211
262.600,9.834,-0.156
262.700,9.689,-0.107
262.800,9.556,-0.066
262.900,9.437,-0.036
263.000,9.334,-0.017
263.100,9.249,-0.010
263.200,9.180,-0.015
263.300,9.128,-0.030
263.400,9.092,-0.053
263.500,9.070,-0.081
263.600,9.062,-0.112
263.700,9.065,-0.141
263.800,9.078,-0.166
263.900,9.100,-0.183
264.000,9.130,-0.192
264.100,9.168,-0.189
264.200,9.212,-0.175
264.300,9.262,-0.149
264.400,9.316,-0.114
264.500,9.375,-0.070
264.600,9.437,-0.022
264.700,9.499,0.029
264.800,9.561,0.078
264.900,9.620,0.121
265.000,9.674,0.156
265.100,9.721,0.180
265.200,9.758,0.189
265.300,9.784,0.182
265.400,9.797,0.159
265.500,9.795,0.118
265.600,9.779,0.062
265.700,9.749,-0.009
265.800,9.706,-0.092
265.900,9.653,-0.184
266.000,9.592,-0.284
266.100,9.527,-0.388
266.200,9.460,-0.492
266.300,9.397,-0.596
266.400,9.340,-0.696
266.500,9.293,-0.790
266.600,9.260,-0.878
266.700,9.242,-0.958
266.800,9.242,-1.030
266.900,9.260,-1.094
267.000,9.295,-1.150
267.100,9.348,-1.198
267.200,9.416,-1.238
267.300,9.498,-1.271
267.400,9.592,-1.296
267.500,9.693,-1.313
267.600,9.801,-1.321
267.700,9.912,-1.319
267.800,10.024,-1.307
267.900,10.135,-1.284
268.000,10.244,-1.248
268.100,10.348,-1.199
268.200,10.447,-1.137
268.300,10.540,-1.062
268.400,10.626,-0.974
268.500,10.704,-0.874
268.600,10.772,-0.764
268.700,10.831,-0.646
268.800,10.878,-0.521
268.900,10.912,-0.393
269.000,10.932,-0.264
269.100,10.938,-0.137
269.200,10.927,-0.013
269.300,10.900,0.104
269.400,10.856,0.213
269.500,10.797,0.313
269.600,10.724,0.404
269.700,10.639,0.484
269.800,10.547,0.554
269.900,10.451,0.616
270.000,10.355,0.670
270.100,10.265,0.717
270.200,10.185,0.758
270.300,10.121,0.796
270.400,10.075,0.831
270.500,10.051,0.863
270.600,10.051,0.895
270.700,10.075,0.926
270.800,10.124,0.956
270.900,10.193,0.984
271.000,10.280,1.012
271.100,10.381,1.038
271.200,10.488,1.061
271.300,10.597,1.082
271.400,10.701,1.099
271.500,10.794,1.113
271.600,10.871,1.124
271.700,10.928,1.133
271.800,10.962,1.138
271.900,10.973,1.142
272.000,10.960,1.144
272.100,10.924,1.145
272.200,10.870,1.145
272.300,10.802,1.144
272.400,10.723,1.142
272.500,10.640,1.137
272.600,10.558,1.129
272.700,10.481,1.117
272.800,10.414,1.097
272.900,10.360,1.070
273.000,10.320,1.032
273.100,10.295,0.981
273.200,10.283,0.917
273.300,10.283,0.838
273.400,10.293,0.743
273.500,10.308,0.634
273.600,10.324,0.511
273.700,10.338,0.375
273.800,10.346,0.230
273.900,10.346,0.079
274.000,10.335,-0.075
274.100,10.313,-0.226
274.200,10.279,-0.372
274.300,10.234,-0.507
274.400,10.181,-0.628
274.500,10.121,-0.731
274.600,10.058,-0.814
274.700,9.994,-0.875
274.800,9.931,-0.913
274.900,9.874,-0.928
275.000,9.822,-0.921
275.100,9.776,-0.894
275.200,9.738,-0.849
275.300,9.706,-0.791
275.400,9.679,-0.721
275.500,9.655,-0.645
275.600,9.633,-0.565
275.700,9.609,-0.486
275.800,9.583,-0.409
275.900,9.553,-0.338
276.000,9.518,-0.275
276.100,9.478,-0.220
276.200,9.433,-0.175
276.300,9.386,-0.139
276.400,9.337,-0.112
276.500,9.288,-0.094
276.600,9.243,-0.083
276.700,9.202,-0.078
276.800,9.168,-0.079
276.900,9.142,-0.085
277.000,9.123,-0.095
277.100,9.113,-0.109
277.200,9.109,-0.126
277.300,9.109,-0.147
277.400,9.110,-0.172
277.500,9.109,-0.201
277.600,9.104,-0.236
277.700,9.090,-0.276
277.800,9.064,-0.321
277.900,9.026,-0.372
278.000,8.973,-0.429
278.100,8.906,-0.490
278.200,8.825,-0.556
278.300,8.734,-0.624
278.400,8.636,-0.693
278.500,8.535,-0.763
278.600,8.435,-0.829
278.700,8.343,-0.892
278.800,8.263,-0.948
278.900,8.199,-0.997
279.000,8.155,-1.035
279.100,8.135,-1.063
279.200,8.140,-1.079
279.300,8.169,-1.081
279.400,8.222,-1.070
279.500,8.297,-1.045
279.600,8.389,-1.006
279.700,8.495,-0.953
279.800,8.609,-0.887
279.900,8.727,-0.809
280.000,8.843,-0.719
280.100,8.953,-0.618
280.200,9.053,-0.508
280.300,9.139,-0.389
280.400,9.210,-0.264
280.500,9.264,-0.134
280.600,9.301,-0.001
280.700,9.322,0.134
280.800,9.329,0.268
280.900,9.322,0.401
281.000,9.306,0.528
281.100,9.281,0.650
281.200,9.251,0.763
281.300,9.218,0.866
281.400,9.183,0.958
281.500,9.147,1.037
281.600,9.113,1.102
281.700,9.079,1.153
281.800,9.048,1.191
281.900,9.018,1.214
282.000,8.991,1.225
282.100,8.966,1.224
282.200,8.943,1.212
282.300,8.923,1.191
282.400,8.907,1.163
282.500,8.894,1.129
282.600,8.886,1.091
282.700,8.883,1.051
282.800,8.886,1.008
282.900,8.894,0.965
283.000,8.907,0.922
283.100,8.925,0.878
283.200,8.945,0.833
283.300,8.967,0.788
283.400,8.988,0.742
283.500,9.005,0.693
283.600,9.014,0.642
283.700,9.014,0.588
283.800,9.002,0.529
283.900,8.974,0.467
284.000,8.931,0.400
284.100,8.871,0.329
284.200,8.794,0.254
284.300,8.702,0.177
284.400,8.598,0.096
284.500,8.485,0.014
284.600,8.367,-0.069
284.700,8.250,-0.152
284.800,8.139,-0.236
