# Time[s],V[m/s],free_surface_elevation[m]
284.900,8.038,-0.319
285.000,7.953,-0.401
285.100,7.888,-0.483
285.200,7.846,-0.564
285.300,7.830,-0.644
285.400,7.840,-0.724
285.500,7.876,-0.803
285.600,7.936,-0.882
285.700,8.016,-0.960
285.800,8.114,-1.035
285.900,8.223,-1.107
286.000,8.339,-1.174
286.100,8.455,-1.234
286.200,8.566,-1.284
286.300,8.667,-1.323
286.400,8.755,-1.347
286.500,8.825,-1.353
286.600,8.876,-1.340
286.700,8.908,-1.306
286.800,8.920,-1.250
286.900,8.914,-1.170
287.000,8.892,-1.066
287.100,8.859,-0.941
287.200,8.818,-0.795
287.300,8.772,-0.632
287.400,8.727,-0.453
287.500,8.685,-0.264
287.600,8.650,-0.068
287.700,8.625,0.131
287.800,8.611,0.328
287.900,8.608,0.519
288.000,8.618,0.701
288.100,8.639,0.871
288.200,8.670,1.025
288.300,8.708,1.163
288.400,8.751,1.282
288.500,8.796,1.382
288.600,8.840,1.464
288.700,8.882,1.526
288.800,8.918,1.571
288.900,8.947,1.599
289.000,8.967,1.610
289.100,8.979,1.605
289.200,8.981,1.586
289.300,8.975,1.552
289.400,8.961,1.504
289.500,8.940,1.442
289.600,8.916,1.366
289.700,8.889,1.277
289.800,8.862,1.175
289.900,8.836,1.061
290.000,8.813,0.936
290.100,8.794,0.801
290.200,8.781,0.658
290.300,8.774,0.510
290.400,8.774,0.360
290.500,8.779,0.211
290.600,8.789,0.066
290.700,8.804,-0.071
290.800,8.821,-0.196
290.900,8.839,-0.308
291.000,8.856,-0.404
291.100,8.872,-0.483
291.200,8.884,-0.543
291.300,8.891,-0.587
291.400,8.892,-0.614
291.500,8.886,-0.628
291.600,8.874,-0.632
291.700,8.856,-0.629
291.800,8.832,-0.623
291.900,8.803,-0.620
292.000,8.770,-0.623
292.100,8.735,-0.635
292.200,8.698,-0.661
292.300,8.662,-0.701
292.400,8.626,-0.758
292.500,8.593,-0.830
292.600,8.561,-0.917
292.700,8.531,-1.016
292.800,8.502,-1.123
292.900,8.473,-1.236
293.000,8.444,-1.348
293.100,8.413,-1.456
293.200,8.378,-1.555
293.300,8.337,-1.640
293.400,8.290,-1.707
293.500,8.236,-1.754
293.600,8.175,-1.779
293.700,8.106,-1.780
293.800,8.031,-1.757
293.900,7.952,-1.712
294.000,7.871,-1.646
294.100,7.792,-1.563
294.200,7.717,-1.464
294.300,7.651,-1.353
294.400,7.597,-1.233
294.500,7.560,-1.108
294.600,7.542,-0.980
294.700,7.546,-0.851
294.800,7.573,-0.723
294.900,7.625,-0.597
295.000,7.701,-0.474
295.100,7.799,-0.352
295.200,7.917,-0.233
295.300,8.051,-0.114
295.400,8.198,0.003
295.500,8.352,0.121
295.600,8.508,0.238
295.700,8.662,0.357
295.800,8.808,0.476
295.900,8.942,0.594
296.000,9.062,0.711
296.100,9.163,0.825
296.200,9.246,0.935
296.300,9.310,1.039
296.400,9.355,1.135
296.500,9.384,1.222
296.600,9.398,1.299
296.700,9.402,1.364
296.800,9.397,1.417
296.900,9.388,1.459
297.000,9.378,1.489
297.100,9.369,1.508
297.200,9.365,1.518
297.300,9.367,1.521
297.400,9.374,1.517
297.500,9.389,1.508
297.600,9.409,1.496
297.700,9.435,1.482
297.800,9.463,1.467
297.900,9.492,1.451
298.000,9.520,1.434
298.100,9.544,1.416
298.200,9.564,1.396
298.300,9.577,1.373
298.400,9.583,1.347
298.500,9.580,1.315
298.600,9.570,1.277
298.700,9.553,1.232
298.800,9.529,1.178
298.900,9.500,1.116
299.000,9.467,1.045
299.100,9.433,0.966
299.200,9.398,0.879
299.300,9.365,0.785
299.400,9.333,0.684
299.500,9.304,0.580
299.600,9.278,0.472
299.700,9.256,0.362
299.800,9.237,0.251
299.900,9.221,0.141
300.000,9.206,0.032
300.100,9.193,-0.074
300.200,9.180,-0.178
300.300,9.167,-0.279
300.400,9.152,-0.376
300.500,9.136,-0.469
300.600,9.117,-0.558
300.700,9.096,-0.643
300.800,9.072,-0.723
300.900,9.045,-0.797
301.000,9.016,-0.866
301.100,8.984,-0.927
301.200,8.951,-0.981
301.300,8.915,-1.026
301.400,8.877,-1.060
301.500,8.837,-1.084
301.600,8.797,-1.095
301.700,8.754,-1.094
301.800,8.711,-1.080
301.900,8.668,-1.053
302.000,8.624,-1.013
302.100,8.581,-0.960
302.200,8.539,-0.897
302.300,8.499,-0.824
302.400,8.462,-0.742
302.500,8.429,-0.654
302.600,8.402,-0.562
302.700,8.381,-0.468
302.800,8.366,-0.373
302.900,8.359,-0.280
303.000,8.360,-0.190
303.100,8.368,-0.106
303.200,8.384,-0.027
303.300,8.407,0.044
303.400,8.434,0.107
303.500,8.466,0.161
303.600,8.499,0.206
303.700,8.533,0.241
303.800,8.564,0.266
303.900,8.591,0.281
304.000,8.613,0.286
304.100,8.627,0.281
304.200,8.633,0.266
304.300,8.629,0.241
304.400,8.616,0.205
304.500,8.594,0.161
304.600,8.564,0.107
304.700,8.526,0.044
304.800,8.483,-0.026
304.900,8.436,-0.103
305.000,8.388,-0.185
305.100,8.340,-0.271
305.200,8.294,-0.358
305.300,8.252,-0.446
305.400,8.217,-0.531
305.500,8.188,-0.613
305.600,8.166,-0.689
305.700,8.153,-0.757
305.800,8.147,-0.816
305.900,8.148,-0.865
306.000,8.155,-0.903
306.100,8.166,-0.930
306.200,8.180,-0.946
306.300,8.194,-0.952
306.400,8.207,-0.949
306.500,8.216,-0.938
306.600,8.220,-0.921
306.700,8.216,-0.899
306.800,8.203,-0.874
306.900,8.179,-0.848
307.000,8.145,-0.822
307.100,8.099,-0.798
307.200,8.042,-0.776
307.300,7.975,-0.756
307.400,7.898,-0.739
307.500,7.813,-0.724
307.600,7.724,-0.711
307.700,7.631,-0.697
307.800,7.538,-0.682
307.900,7.449,-0.663
308.000,7.365,-0.640
308.100,7.290,-0.610
308.200,7.228,-0.572
308.300,7.180,-0.524
308.400,7.149,-0.465
308.500,7.135,-0.395
308.600,7.141,-0.314
308.700,7.166,-0.222
308.800,7.210,-0.119
308.900,7.271,-0.007
309.000,7.348,0.113
309.100,7.438,0.240
309.200,7.539,0.370
309.300,7.646,0.504
309.400,7.757,0.637
309.500,7.868,0.769
309.600,7.977,0.898
309.700,8.079,1.021
309.800,8.174,1.138
309.900,8.259,1.248
310.000,8.333,1.348
310.100,8.395,1.440
310.200,8.446,1.521
310.300,8.487,1.593
310.400,8.519,1.655
310.500,8.542,1.707
310.600,8.560,1.750
310.700,8.574,1.783
310.800,8.586,1.806
310.900,8.597,1.820
311.000,8.608,1.825
311.100,8.620,1.821
311.200,8.634,1.806
311.300,8.648,1.782
311.400,8.663,1.748
311.500,8.676,1.704
311.600,8.688,1.649
311.700,8.695,1.583
311.800,8.697,1.506
311.900,8.692,1.419
312.000,8.679,1.322
312.100,8.656,1.215
312.200,8.624,1.099
312.300,8.583,0.976
312.400,8.532,0.846
312.500,8.473,0.712
312.600,8.407,0.575
312.700,8.337,0.437
312.800,8.265,0.300
312.900,8.192,0.166
313.000,8.123,0.038
313.100,8.058,-0.083
313.200,8.002,-0.196
313.300,7.955,-0.299
313.400,7.921,-0.390
313.500,7.901,-0.469
313.600,7.896,-0.535
313.700,7.907,-0.588
313.800,7.934,-0.628
313.900,7.978,-0.656
314.000,8.036,-0.672
314.100,8.109,-0.678
314.200,8.195,-0.675
314.300,8.291,-0.665
314.400,8.396,-0.649
314.500,8.507,-0.630
314.600,8.620,-0.609
314.700,8.734,-0.588
314.800,8.845,-0.569
314.900,8.950,-0.555
315.000,9.047,-0.547
315.100,9.134,-0.546
315.200,9.209,-0.553
315.300,9.269,-0.569
315.400,9.316,-0.596
315.500,9.347,-0.632
315.600,9.365,-0.678
315.700,9.369,-0.732
315.800,9.362,-0.794
315.900,9.344,-0.861
316.000,9.320,-0.932
316.100,9.290,-1.004
316.200,9.258,-1.074
316.300,9.225,-1.139
316.400,9.194,-1.197
316.500,9.166,-1.244
316.600,9.142,-1.278
316.700,9.123,-1.296
316.800,9.108,-1.297
316.900,9.096,-1.278
317.000,9.087,-1.240
317.100,9.080,-1.181
317.200,9.073,-1.104
317.300,9.064,-1.009
317.400,9.053,-0.898
317.500,9.040,-0.775
317.600,9.024,-0.642
317.700,9.005,-0.504
317.800,8.986,-0.364
317.900,8.969,-0.227
318.000,8.955,-0.096
318.100,8.948,0.025
318.200,8.950,0.134
318.300,8.965,0.226
318.400,8.994,0.301
318.500,9.040,0.358
318.600,9.103,0.396
318.700,9.181,0.416
318.800,9.274,0.418
318.900,9.379,0.404
319.000,9.491,0.377
319.100,9.605,0.338
319.200,9.715,0.291
319.300,9.816,0.238
319.400,9.900,0.181
319.500,9.963,0.122
319.600,10.000,0.065
319.700,10.008,0.009
319.800,9.983,-0.043
319.900,9.928,-0.091
320.000,9.842,-0.135
320.100,9.729,-0.174
320.200,9.596,-0.209
320.300,9.447,-0.240
320.400,9.291,-0.267
320.500,9.135,-0.291
320.600,8.988,-0.313
320.700,8.856,-0.333
320.800,8.747,-0.351
320.900,8.665,-0.368
321.000,8.614,-0.383
321.100,8.596,-0.397
321.200,8.610,-0.409
321.300,8.654,-0.420
321.400,8.725,-0.430
321.500,8.817,-0.439
321.600,8.924,-0.447
321.700,9.041,-0.454
321.800,9.160,-0.460
321.900,9.276,-0.465
322.000,9.383,-0.470
322.100,9.478,-0.473
322.200,9.557,-0.476
322.300,9.619,-0.476
322.400,9.663,-0.474
322.500,9.692,-0.468
322.600,9.707,-0.456
322.700,9.711,-0.437
322.800,9.708,-0.410
322.900,9.701,-0.371
323.000,9.694,-0.321
323.100,9.688,-0.256
323.200,9.687,-0.177
323.300,9.691,-0.083
323.400,9.702,0.027
323.500,9.719,0.152
323.600,9.741,0.290
323.700,9.767,0.439
323.800,9.796,0.597
323.900,9.825,0.760
324.000,9.855,0.925
324.100,9.884,1.089
324.200,9.912,1.248
324.300,9.939,1.399
324.400,9.965,1.538
324.500,9.992,1.664
324.600,10.020,1.775
324.700,10.051,1.870
324.800,10.085,1.949
324.900,10.123,2.014
325.000,10.164,2.066
325.100,10.207,2.107
325.200,10.250,2.138
325.300,10.290,2.164
325.400,10.326,2.185
325.500,10.351,2.203
325.600,10.364,2.221
325.700,10.361,2.238
325.800,10.340,2.255
325.900,10.297,2.269
326.000,10.233,2.280
326.100,10.149,2.285
326.200,10.046,2.280
326.300,9.929,2.262
326.400,9.802,2.228
326.500,9.672,2.173
326.600,9.543,2.095
326.700,9.425,1.991
326.800,9.322,1.860
326.900,9.240,1.700
327.000,9.185,1.514
327.100,9.158,1.301
327.200,9.163,1.065
327.300,9.197,0.809
327.400,9.259,0.537
327.500,9.345,0.254
327.600,9.448,-0.036
327.700,9.564,-0.326
327.800,9.684,-0.614
327.900,9.803,-0.893
328.000,9.912,-1.161
328.100,10.008,-1.415
328.200,10.086,-1.652
328.300,10.143,-1.871
328.400,10.179,-2.071
328.500,10.195,-2.252
328.600,10.193,-2.414
328.700,10.179,-2.558
328.800,10.156,-2.684
328.900,10.131,-2.792
329.000,10.109,-2.884
329.100,10.097,-2.959
329.200,10.098,-3.018
329.300,10.115,-3.059
329.400,10.152,-3.083
329.500,10.208,-3.088
329.600,10.282,-3.073
329.700,10.372,-3.038
329.800,10.474,-2.983
329.900,10.583,-2.907
330.000,10.695,-2.809
330.100,10.805,-2.692
330.200,10.907,-2.557
330.300,10.998,-2.404
330.400,11.075,-2.238
330.500,11.136,-2.059
330.600,11.180,-1.873
330.700,11.208,-1.681
330.800,11.220,-1.486
330.900,11.219,-1.293
331.000,11.208,-1.103
331.100,11.189,-0.918
331.200,11.165,-0.740
331.300,11.139,-0.571
331.400,11.112,-0.410
331.500,11.086,-0.257
331.600,11.062,-0.113
331.700,11.038,0.023
331.800,11.015,0.152
331.900,10.990,0.274
332.000,10.963,0.391
332.100,10.933,0.501
332.200,10.897,0.605
332.300,10.855,0.702
332.400,10.806,0.792
332.500,10.752,0.872
332.600,10.692,0.941
332.700,10.628,0.998
332.800,10.561,1.040
332.900,10.494,1.067
333.000,10.427,1.077
333.100,10.363,1.070
333.200,10.301,1.045
333.300,10.243,1.005
333.400,10.187,0.949
333.500,10.133,0.880
333.600,10.079,0.801
333.700,10.023,0.715
333.800,9.962,0.625
333.900,9.895,0.536
334.000,9.819,0.451
334.100,9.734,0.372
334.200,9.638,0.304
334.300,9.533,0.247
334.400,9.420,0.204
334.500,9.303,0.176
334.600,9.184,0.162
334.700,9.069,0.161
334.800,8.963,0.173
334.900,8.870,0.195
335.000,8.796,0.225
335.100,8.743,0.261
335.200,8.716,0.300
335.300,8.716,0.340
335.400,8.742,0.380
335.500,8.793,0.418
335.600,8.867,0.453
335.700,8.959,0.486
335.800,9.064,0.515
335.900,9.176,0.543
336.000,9.290,0.571
336.100,9.398,0.600
336.200,9.497,0.633
336.300,9.582,0.670
336.400,9.650,0.714
336.500,9.700,0.767
336.600,9.732,0.829
336.700,9.747,0.900
336.800,9.750,0.982
336.900,9.742,1.073
337.000,9.730,1.172
337.100,9.716,1.278
337.200,9.706,1.388
337.300,9.703,1.499
337.400,9.709,1.610
337.500,9.727,1.717
337.600,9.757,1.816
337.700,9.799,1.906
337.800,9.850,1.982
337.900,9.908,2.042
338.000,9.971,2.085
338.100,10.035,2.108
338.200,10.097,2.110
338.300,10.156,2.090
338.400,10.209,2.047
338.500,10.256,1.982
338.600,10.298,1.894
338.700,10.336,1.786
338.800,10.371,1.658
338.900,10.407,1.513
339.000,10.446,1.351
339.100,10.491,1.177
339.200,10.543,0.992
339.300,10.604,0.800
339.400,10.674,0.602
339.500,10.751,0.403
339.600,10.835,0.205
339.700,10.920,0.009
339.800,11.003,-0.180
339.900,11.079,-0.362
340.000,11.143,-0.535
340.100,11.191,-0.698
340.200,11.219,-0.851
340.300,11.223,-0.993
340.400,11.204,-1.125
340.500,11.161,-1.248
340.600,11.096,-1.363
340.700,11.013,-1.472
340.800,10.916,-1.578
340.900,10.813,-1.680
341.000,10.708,-1.781
341.100,10.609,-1.883
341.200,10.520,-1.987
341.300,10.448,-2.092
341.400,10.394,-2.199
341.500,10.360,-2.307
341.600,10.347,-2.415
341.700,10.350,-2.520
341.800,10.368,-2.621
341.900,10.393,-2.714
342.000,10.421,-2.796
342.100,10.444,-2.863
342.200,10.456,-2.913
342.300,10.453,-2.943
342.400,10.430,-2.949
342.500,10.385,-2.929
342.600,10.318,-2.884
342.700,10.231,-2.811
342.800,10.128,-2.712
342.900,10.015,-2.587
343.000,9.898,-2.440
343.100,9.785,-2.273
343.200,9.683,-2.089
343.300,9.600,-1.892
343.400,9.541,-1.688
343.500,9.509,-1.479
343.600,9.507,-1.271
343.700,9.534,-1.067
343.800,9.587,-0.870
343.900,9.660,-0.684
344.000,9.748,-0.509
344.100,9.841,-0.347
344.200,9.932,-0.197
344.300,10.012,-0.061
344.400,10.073,0.065
344.500,10.109,0.180
344.600,10.116,0.289
344.700,10.092,0.391
344.800,10.038,0.490
344.900,9.956,0.587
345.000,9.853,0.684
345.100,9.734,0.782
345.200,9.608,0.880
345.300,9.484,0.978
345.400,9.371,1.076
345.500,9.275,1.171
345.600,9.204,1.262
345.700,9.162,1.347
345.800,9.150,1.422
345.900,9.169,1.486
346.000,9.215,1.537
346.100,9.284,1.574
346.200,9.370,1.595
346.300,9.465,1.601
346.400,9.561,1.592
346.500,9.652,1.570
346.600,9.729,1.538
346.700,9.788,1.498
346.800,9.824,1.454
346.900,9.837,1.409
347.000,9.826,1.367
347.100,9.793,1.332
347.200,9.742,1.305
347.300,9.678,1.290
347.400,9.606,1.288
347.500,9.533,1.298
347.600,9.462,1.320
347.700,9.399,1.352
347.800,9.346,1.392
347.900,9.305,1.435
348.000,9.276,1.478
348.100,9.258,1.516
348.200,9.248,1.546
348.300,9.241,1.563
348.400,9.234,1.565
348.500,9.223,1.547
348.600,9.203,1.510
348.700,9.172,1.453
348.800,9.129,1.376
348.900,9.073,1.283
349.000,9.005,1.175
349.100,8.928,1.057
349.200,8.846,0.934
349.300,8.764,0.809
349.400,8.687,0.689
349.500,8.620,0.577
349.600,8.568,0.477
349.700,8.534,0.392
349.800,8.520,0.324
349.900,8.526,0.273
350.000,8.553,0.239
350.100,8.597,0.220
350.200,8.653,0.215
350.300,8.717,0.218
350.400,8.783,0.227
350.500,8.844,0.237
350.600,8.894,0.244
350.700,8.929,0.245
350.800,8.945,0.237
350.900,8.939,0.217
351.000,8.911,0.184
351.100,8.862,0.138
351.200,8.795,0.080
351.300,8.715,0.011
351.400,8.625,-0.066
351.500,8.532,-0.148
351.600,8.441,-0.232
351.700,8.357,-0.315
351.800,8.285,-0.394
351.900,8.228,-0.467
352.000,8.188,-0.533
352.100,8.163,-0.590
352.200,8.154,-0.639
352.300,8.157,-0.681
352.400,8.168,-0.717
352.500,8.184,-0.750
352.600,8.198,-0.782
352.700,8.209,-0.816
352.800,8.210,-0.855
352.900,8.200,-0.901
353.000,8.177,-0.955
353.100,8.140,-1.019
353.200,8.091,-1.091
353.300,8.031,-1.172
353.400,7.964,-1.260
353.500,7.892,-1.351
353.600,7.820,-1.443
353.700,7.751,-1.533
353.800,7.689,-1.617
353.900,7.635,-1.691
354.000,7.591,-1.752
354.100,7.558,-1.799
354.200,7.534,-1.829
354.300,7.518,-1.843
354.400,7.506,-1.839
354.500,7.497,-1.820
354.600,7.487,-1.787
354.700,7.472,-1.742
354.800,7.450,-1.689
354.900,7.419,-1.629
355.000,7.377,-1.566
355.100,7.325,-1.503
355.200,7.264,-1.440
355.300,7.194,-1.378
355.400,7.118,-1.320
355.500,7.038,-1.262
355.600,6.957,-1.206
355.700,6.877,-1.148
355.800,6.799,-1.087
355.900,6.726,-1.020
356.000,6.658,-0.944
356.100,6.594,-0.858
356.200,6.534,-0.759
356.300,6.477,-0.647
356.400,6.420,-0.521
356.500,6.364,-0.382
356.600,6.306,-0.231
356.700,6.247,-0.072
356.800,6.187,0.094
356.900,6.128,0.262
357.000,6.072,0.428
357.100,6.023,0.588
357.200,5.984,0.738
357.300,5.960,0.874
357.400,5.956,0.993
357.500,5.974,1.091
357.600,6.019,1.167
357.700,6.090,1.221
357.800,6.189,1.251
357.900,6.314,1.259
358.000,6.459,1.246
358.100,6.621,1.215
358.200,6.791,1.167
358.300,6.961,1.107
358.400,7.124,1.036
358.500,7.270,0.959
358.600,7.391,0.878
358.700,7.481,0.797
358.800,7.535,0.718
358.900,7.551,0.644
359.000,7.529,0.577
359.100,7.471,0.519
359.200,7.382,0.471
359.300,7.270,0.435
359.400,7.143,0.411
359.500,7.010,0.401
359.600,6.881,0.405
359.700,6.765,0.423
359.800,6.671,0.455
359.900,6.603,0.500
360.000,6.565,0.558
360.100,6.559,0.627
360.200,6.583,0.706
360.300,6.633,0.791
360.400,6.703,0.881
360.500,6.786,0.973
360.600,6.872,1.063
360.700,6.954,1.147
360.800,7.023,1.222
360.900,7.074,1.284
361.000,7.101,1.330
361.100,7.102,1.358
361.200,7.078,1.365
361.300,7.031,1.349
361.400,6.966,1.310
361.500,6.890,1.248
361.600,6.810,1.165
361.700,6.736,1.061
361.800,6.676,0.939
361.900,6.635,0.803
362.000,6.621,0.658
362.100,6.635,0.505
362.200,6.679,0.352
362.300,6.751,0.200
362.400,6.846,0.055
362.500,6.959,-0.080
362.600,7.081,-0.202
362.700,7.203,-0.309
362.800,7.317,-0.398
362.900,7.415,-0.468
363.000,7.489,-0.519
363.100,7.535,-0.550
363.200,7.550,-0.563
363.300,7.536,-0.557
363.400,7.495,-0.535
363.500,7.432,-0.498
363.600,7.355,-0.447
363.700,7.273,-0.385
363.800,7.194,-0.312
363.900,7.129,-0.232
364.000,7.084,-0.146
364.100,7.066,-0.057
364.200,7.078,0.033
364.300,7.122,0.123
364.400,7.197,0.208
364.500,7.297,0.288
364.600,7.415,0.358
364.700,7.544,0.418
364.800,7.673,0.464
364.900,7.793,0.494
365.000,7.894,0.506
365.100,7.968,0.499
365.200,8.009,0.472
365.300,8.015,0.425
365.400,7.985,0.358
365.500,7.923,0.273
365.600,7.834,0.171
365.700,7.727,0.056
365.800,7.611,-0.070
365.900,7.497,-0.202
366.000,7.398,-0.337
366.100,7.322,-0.471
366.200,7.278,-0.599
366.300,7.274,-0.718
366.400,7.310,-0.824
366.500,7.389,-0.915
366.600,7.506,-0.989
366.700,7.656,-1.045
366.800,7.828,-1.082
366.900,8.014,-1.100
367.000,8.200,-1.101
367.100,8.376,-1.086
367.200,8.531,-1.057
367.300,8.655,-1.017
367.400,8.742,-0.968
367.500,8.787,-0.912
367.600,8.791,-0.852
367.700,8.756,-0.789
367.800,8.687,-0.725
367.900,8.594,-0.662
368.000,8.485,-0.599
368.100,8.374,-0.539
368.200,8.270,-0.481
368.300,8.185,-0.426
368.400,8.127,-0.373
368.500,8.104,-0.324
368.600,8.119,-0.278
368.700,8.174,-0.235
368.800,8.266,-0.198
368.900,8.389,-0.166
369.000,8.537,-0.141
369.100,8.698,-0.123
369.200,8.864,-0.113
369.300,9.022,-0.112
369.400,9.162,-0.121
369.500,9.275,-0.140
369.600,9.355,-0.168
369.700,9.396,-0.204
369.800,9.397,-0.248
369.900,9.361,-0.296
370.000,9.290,-0.348
370.100,9.193,-0.401
370.200,9.078,-0.452
370.300,8.955,-0.499
370.400,8.835,-0.540
370.500,8.728,-0.571
370.600,8.643,-0.593
370.700,8.588,-0.604
370.800,8.569,-0.603
370.900,8.589,-0.592
371.000,8.647,-0.570
371.100,8.741,-0.538
371.200,8.867,-0.500
371.300,9.017,-0.457
371.400,9.183,-0.410
371.500,9.356,-0.362
371.600,9.526,-0.314
371.700,9.683,-0.269
371.800,9.820,-0.226
371.900,9.928,-0.187
372.000,10.004,-0.151
372.100,10.043,-0.117
372.200,10.045,-0.086
372.300,10.011,-0.056
372.400,9.943,-0.025
372.500,9.845,0.007
372.600,9.724,0.042
372.700,9.586,0.080
372.800,9.436,0.122
372.900,9.283,0.167
373.000,9.132,0.215
373.100,8.989,0.265
373.200,8.858,0.315
373.300,8.742,0.364
373.400,8.646,0.409
373.500,8.569,0.449
373.600,8.513,0.481
373.700,8.478,0.504
373.800,8.463,0.517
373.900,8.466,0.520
374.000,8.487,0.511
374.100,8.524,0.493
374.200,8.575,0.466
374.300,8.641,0.432
374.400,8.719,0.392
374.500,8.808,0.349
374.600,8.908,0.306
374.700,9.018,0.264
374.800,9.137,0.226
374.900,9.263,0.192
375.000,9.395,0.165
375.100,9.532,0.145
375.200,9.670,0.131
375.300,9.808,0.124
375.400,9.942,0.123
375.500,10.070,0.127
375.600,10.189,0.133
375.700,10.295,0.142
375.800,10.384,0.151
375.900,10.456,0.161
376.000,10.506,0.170
376.100,10.534,0.177
376.200,10.537,0.185
376.300,10.516,0.192
376.400,10.472,0.201
376.500,10.404,0.214
376.600,10.315,0.231
376.700,10.208,0.255
376.800,10.085,0.288
376.900,9.951,0.332
377.000,9.809,0.388
377.100,9.663,0.458
377.200,9.519,0.541
377.300,9.378,0.639
377.400,9.247,0.749
377.500,9.127,0.872
377.600,9.022,1.006
377.700,8.935,1.149
377.800,8.866,1.297
377.900,8.816,1.449
378.000,8.785,1.602
378.100,8.773,1.751
378.200,8.778,1.896
378.300,8.797,2.032
378.400,8.828,2.156
378.500,8.867,2.267
378.600,8.911,2.362
378.700,8.956,2.438
378.800,8.999,2.494
378.900,9.036,2.529
379.000,9.065,2.540
379.100,9.083,2.528
379.200,9.088,2.491
379.300,9.081,2.429
379.400,9.059,2.343
379.500,9.025,2.232
379.600,8.980,2.097
379.700,8.925,1.940
379.800,8.863,1.763
379.900,8.797,1.566
380.000,8.730,1.354
380.100,8.665,1.128
380.200,8.605,0.892
380.300,8.551,0.650
380.400,8.507,0.403
380.500,8.474,0.156
380.600,8.452,-0.088
380.700,8.441,-0.327
380.800,8.441,-0.559
380.900,8.450,-0.780
381.000,8.467,-0.991
381.100,8.488,-1.191
381.200,8.512,-1.379
381.300,8.536,-1.556
381.400,8.557,-1.724
381.500,8.571,-1.882
381.600,8.578,-2.034
381.700,8.575,-2.181
381.800,8.560,-2.325
381.900,8.533,-2.467
382.000,8.493,-2.608
382.100,8.442,-2.750
382.200,8.379,-2.892
382.300,8.307,-3.035
382.400,8.227,-3.178
382.500,8.141,-3.318
382.600,8.053,-3.455
382.700,7.965,-3.586
382.800,7.879,-3.709
382.900,7.798,-3.821
383.000,7.725,-3.918
383.100,7.662,-3.999
383.200,7.610,-4.062
383.300,7.570,-4.103
383.400,7.544,-4.122
383.500,7.531,-4.117
383.600,7.531,-4.087
383.700,7.543,-4.033
383.800,7.564,-3.954
383.900,7.594,-3.852
384.000,7.628,-3.726
384.100,7.664,-3.578
384.200,7.699,-3.411
384.300,7.729,-3.224
384.400,7.752,-3.021
384.500,7.764,-2.802
384.600,7.763,-2.570
384.700,7.746,-2.326
384.800,7.713,-2.071
384.900,7.664,-1.808
385.000,7.597,-1.537
385.100,7.516,-1.260
385.200,7.420,-0.979
385.300,7.314,-0.695
385.400,7.200,-0.410
385.500,7.081,-0.124
385.600,6.962,0.161
385.700,6.845,0.443
385.800,6.734,0.722
385.900,6.631,0.997
386.000,6.538,1.266
386.100,6.458,1.529
386.200,6.389,1.786
386.300,6.332,2.035
386.400,6.284,2.277
386.500,6.245,2.511
386.600,6.211,2.737
386.700,6.181,2.955
386.800,6.151,3.164
386.900,6.119,3.365
387.000,6.083,3.556
387.100,6.042,3.737
387.200,5.996,3.907
387.300,5.946,4.065
387.400,5.893,4.210
387.500,5.841,4.339
387.600,5.792,4.452
387.700,5.750,4.546
387.800,5.720,4.618
387.900,5.705,4.668
388.000,5.710,4.692
388.100,5.737,4.689
388.200,5.788,4.657
388.300,5.863,4.595
388.400,5.963,4.501
388.500,6.084,4.376
388.600,6.223,4.220
388.700,6.376,4.033
388.800,6.536,3.817
388.900,6.697,3.574
389.000,6.853,3.306
389.100,6.997,3.017
389.200,7.122,2.710
389.300,7.224,2.391
389.400,7.298,2.063
389.500,7.343,1.732
389.600,7.357,1.403
389.700,7.341,1.081
389.800,7.297,0.771
389.900,7.230,0.477
390.000,7.144,0.206
390.100,7.046,-0.041
390.200,6.941,-0.260
390.300,6.836,-0.448
390.400,6.737,-0.604
390.500,6.650,-0.728
390.600,6.577,-0.821
390.700,6.524,-0.883
390.800,6.490,-0.918
390.900,6.477,-0.929
391.000,6.482,-0.920
391.100,6.503,-0.895
391.200,6.537,-0.861
391.300,6.578,-0.821
391.400,6.623,-0.782
391.500,6.666,-0.748
391.600,6.702,-0.724
391.700,6.727,-0.714
391.800,6.737,-0.721
391.900,6.731,-0.748
392.000,6.707,-0.796
392.100,6.664,-0.866
392.200,6.604,-0.956
392.300,6.529,-1.067
392.400,6.441,-1.196
392.500,6.343,-1.341
392.600,6.240,-1.498
392.700,6.136,-1.665
392.800,6.034,-1.838
392.900,5.939,-2.014
393.000,5.853,-2.190
393.100,5.779,-2.363
393.200,5.720,-2.530
393.300,5.675,-2.689
393.400,5.646,-2.839
393.500,5.631,-2.977
393.600,5.630,-3.103
393.700,5.641,-3.214
393.800,5.662,-3.311
393.900,5.691,-3.391
394.000,5.724,-3.454
394.100,5.761,-3.499
394.200,5.797,-3.525
394.300,5.831,-3.529
394.400,5.862,-3.511
394.500,5.888,-3.470
394.600,5.909,-3.405
394.700,5.924,-3.314
394.800,5.934,-3.198
394.900,5.940,-3.055
395.000,5.942,-2.888
395.100,5.943,-2.697
395.200,5.943,-2.484
395.300,5.945,-2.250
395.400,5.951,-2.000
395.500,5.961,-1.735
395.600,5.977,-1.461
395.700,5.999,-1.179
395.800,6.029,-0.895
395.900,6.065,-0.611
396.000,6.106,-0.331
396.100,6.151,-0.059
396.200,6.199,0.204
396.300,6.246,0.455
396.400,6.290,0.693
396.500,6.329,0.916
